restaurant,tag,url,review
광연수산 영어조합법인,"장어,먹장어요리","https://map.naver.com/v5/search/%EA%B0%95%EB%8F%99%EA%B5%AC%20%EA%B0%95%EC%9D%BC%EB%8F%99%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1118794022?c=14152849.5448692,4519835.0008318,13,0,0,0,dh&placePath=%3Fentry%253Dbmp",4.33리뷰 763
나무수,이탈리아음식,"https://map.naver.com/v5/search/%EA%B0%95%EB%8F%99%EA%B5%AC%20%EA%B0%95%EC%9D%BC%EB%8F%99%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/475067576?c=14152849.5448692,4519835.0008318,13,0,0,0,dh&placePath=%3Fentry%253Dbmp",4.4리뷰 385
장어집 본점,"장어,먹장어요리","https://map.naver.com/v5/search/%EA%B0%95%EB%8F%99%EA%B5%AC%20%EA%B0%95%EC%9D%BC%EB%8F%99%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1436213622?c=14152849.5448692,4519835.0008318,13,0,0,0,dh&placePath=%3Fentry%253Dbmp",4.33리뷰 336
메가MGC커피 강일2지구점,카페,"https://map.naver.com/v5/search/%EA%B0%95%EB%8F%99%EA%B5%AC%20%EA%B0%95%EC%9D%BC%EB%8F%99%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1538769207?c=14152849.5448692,4519835.0008318,13,0,0,0,dh&placePath=%3Fentry%253Dbmp",4.27리뷰 999+
자메뷰 에스프레소바,"카페,디저트","https://map.naver.com/v5/search/%EA%B0%95%EB%8F%99%EA%B5%AC%20%EA%B0%95%EC%9D%BC%EB%8F%99%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1334409858?c=14152849.5448692,4519835.0008318,13,0,0,0,dh&placePath=%3Fentry%253Dbmp",4.52리뷰 213
신의주찹쌀순대 강일동점,"순대,순댓국","https://map.naver.com/v5/search/%EA%B0%95%EB%8F%99%EA%B5%AC%20%EA%B0%95%EC%9D%BC%EB%8F%99%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/38448521?c=14153165.6476952,4519125.5472121,13,0,0,0,dh&placePath=%3Fentry%253Dbmp",4.2리뷰 882
스타벅스 강일역점,카페,"https://map.naver.com/v5/search/%EA%B0%95%EB%8F%99%EA%B5%AC%20%EA%B0%95%EC%9D%BC%EB%8F%99%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1375109268?c=14153359.4883245,4519169.4240428,13,0,0,0,dh&placePath=%3Fentry%253Dbmp",영업 중리뷰 541서울 강동구 강일동
맘스터치 강동강일점,"치킨,닭강정","https://map.naver.com/v5/search/%EA%B0%95%EB%8F%99%EA%B5%AC%20%EA%B0%95%EC%9D%BC%EB%8F%99%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1735601265?c=14153169.3657662,4518257.5990828,13,0,0,0,dh&placePath=%3Fentry%253Dbmp",4.26리뷰 999+
이레정,"육류,고기요리","https://map.naver.com/v5/search/%EA%B0%95%EB%8F%99%EA%B5%AC%20%EA%B0%95%EC%9D%BC%EB%8F%99%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1475036885?c=14153159.3692759,4517099.0707633,13,0,0,0,dh&placePath=%3Fentry%253Dbmp",4.55리뷰 172
장어집 별관,"장어,먹장어요리","https://map.naver.com/v5/search/%EA%B0%95%EB%8F%99%EA%B5%AC%20%EA%B0%95%EC%9D%BC%EB%8F%99%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1394136884?c=14153208.9064493,4518241.7575919,13,0,0,0,dh&placePath=%3Fentry%253Dbmp",4.38리뷰 44
BHC치킨 강일뉴타운점,"치킨,닭강정","https://map.naver.com/v5/search/%EA%B0%95%EB%8F%99%EA%B5%AC%20%EA%B0%95%EC%9D%BC%EB%8F%99%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1050257454?c=14153164.2450696,4518283.3415565,13,0,0,0,dh&placePath=%3Fentry%253Dbmp",4.24리뷰 148
사이공본가 강일점,베트남음식,"https://map.naver.com/v5/search/%EA%B0%95%EB%8F%99%EA%B5%AC%20%EA%B0%95%EC%9D%BC%EB%8F%99%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1390033142?c=14153164.2450696,4518283.3415565,13,0,0,0,dh&placePath=%3Fentry%253Dbmp",4.71리뷰 153
화로상회 강일점,고기뷔페,"https://map.naver.com/v5/search/%EA%B0%95%EB%8F%99%EA%B5%AC%20%EA%B0%95%EC%9D%BC%EB%8F%99%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1303286818?c=14153164.2450696,4518283.3415565,13,0,0,0,dh&placePath=%3Fentry%253Dbmp",4.32리뷰 443
교촌치킨 강일점,"치킨,닭강정","https://map.naver.com/v5/search/%EA%B0%95%EB%8F%99%EA%B5%AC%20%EA%B0%95%EC%9D%BC%EB%8F%99%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1781334845?c=14153104.2549960,4518158.3935459,13,0,0,0,dh&placePath=%3Fentry%253Dbmp",4.12리뷰 608
쌀통닭 강일점,"치킨,닭강정","https://map.naver.com/v5/search/%EA%B0%95%EB%8F%99%EA%B5%AC%20%EA%B0%95%EC%9D%BC%EB%8F%99%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/35434880?c=14153104.2549960,4518158.3935459,13,0,0,0,dh&placePath=%3Fentry%253Dbmp",4.38리뷰 485
차오차오 강일점,중식당,"https://map.naver.com/v5/search/%EA%B0%95%EB%8F%99%EA%B5%AC%20%EA%B0%95%EC%9D%BC%EB%8F%99%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/31923266?c=14153104.2549960,4518158.3935459,13,0,0,0,dh&placePath=%3Fentry%253Dbmp",4.14리뷰 999+
본죽 강일지구점,죽,"https://map.naver.com/v5/search/%EA%B0%95%EB%8F%99%EA%B5%AC%20%EA%B0%95%EC%9D%BC%EB%8F%99%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/21360086?c=14153198.1752504,4518074.0330658,13,0,0,0,dh&placePath=%3Fentry%253Dbmp",4.28리뷰 288
동대문엽기떡볶이 강일동점,분식,"https://map.naver.com/v5/search/%EA%B0%95%EB%8F%99%EA%B5%AC%20%EA%B0%95%EC%9D%BC%EB%8F%99%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1613096708?c=14153198.1752504,4518074.0330658,13,0,0,0,dh&placePath=%3Fentry%253Dbmp",4.38리뷰 499
믿음소망사랑,브런치,"https://map.naver.com/v5/search/%EA%B0%95%EB%8F%99%EA%B5%AC%20%EA%B0%95%EC%9D%BC%EB%8F%99%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1897367330?c=14153198.1752504,4518074.0330658,13,0,0,0,dh&placePath=%3Fentry%253Dbmp",4.78리뷰 165
명태어장 강일점,"해물,생선요리","https://map.naver.com/v5/search/%EA%B0%95%EB%8F%99%EA%B5%AC%20%EA%B0%95%EC%9D%BC%EB%8F%99%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/950389907?c=14153206.6911915,4518109.3809651,13,0,0,0,dh&placePath=%3Fentry%253Dbmp",4.38리뷰 508
강일한돈한우정육식당,정육식당,"https://map.naver.com/v5/search/%EA%B0%95%EB%8F%99%EA%B5%AC%20%EA%B0%95%EC%9D%BC%EB%8F%99%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1651482001?c=14153876.4671717,4517341.3037683,13,0,0,0,dh&placePath=%3Fentry%253Dbmp",4.36리뷰 329
느티나무집,"해물,생선요리","https://map.naver.com/v5/search/%EA%B0%95%EB%8F%99%EA%B5%AC%20%EA%B0%95%EC%9D%BC%EB%8F%99%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/12942372?c=14153876.4671717,4517341.3037683,13,0,0,0,dh&placePath=%3Fentry%253Dbmp",4.39리뷰 214
등나무집,"매운탕,해물탕","https://map.naver.com/v5/search/%EA%B0%95%EB%8F%99%EA%B5%AC%20%EA%B0%95%EC%9D%BC%EB%8F%99%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/18641347?c=14153876.4671717,4517341.3037683,13,0,0,0,dh&placePath=%3Fentry%253Dbmp",4.43리뷰 271
정금족발,"족발,보쌈","https://map.naver.com/v5/search/%EA%B0%95%EB%8F%99%EA%B5%AC%20%EA%B0%95%EC%9D%BC%EB%8F%99%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1246701560?c=14153198.4535491,4519125.2382210,13,0,0,0,dh&placePath=%3Fentry%253Dbmp",4.45리뷰 221
디저트카페제이 강일점,"카페,디저트","https://map.naver.com/v5/search/%EA%B0%95%EB%8F%99%EA%B5%AC%20%EA%B0%95%EC%9D%BC%EB%8F%99%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1836960690?c=14152539.3085803,4519887.9403529,13,0,0,0,dh&placePath=%3Fentry%253Dbmp",영업 중리뷰 106서울 강동구 강일동
네네치킨 강일점,"치킨,닭강정","https://map.naver.com/v5/search/%EA%B0%95%EB%8F%99%EA%B5%AC%20%EA%B0%95%EC%9D%BC%EB%8F%99%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/34345630?c=14153289.1121424,4519114.8870240,13,0,0,0,dh&placePath=%3Fentry%253Dbmp",4.52리뷰 133
쭈신할매의전설,주꾸미요리,"https://map.naver.com/v5/search/%EA%B0%95%EB%8F%99%EA%B5%AC%20%EA%B0%95%EC%9D%BC%EB%8F%99%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/19594027?c=14153289.1121424,4519114.8870240,13,0,0,0,dh&placePath=%3Fentry%253Dbmp",4.5리뷰 358
피자스쿨 강일점,피자,"https://map.naver.com/v5/search/%EA%B0%95%EB%8F%99%EA%B5%AC%20%EA%B0%95%EC%9D%BC%EB%8F%99%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/20108276?c=14153289.1121424,4519114.8870240,13,0,0,0,dh&placePath=%3Fentry%253Dbmp",4.4리뷰 322
굽네치킨 강일동점,"치킨,닭강정","https://map.naver.com/v5/search/%EA%B0%95%EB%8F%99%EA%B5%AC%20%EA%B0%95%EC%9D%BC%EB%8F%99%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1517094717?c=14153439.4825106,4517970.4757838,13,0,0,0,dh&placePath=%3Fentry%253Dbmp",영업 중리뷰 153서울 강동구 강일동
파리바게뜨 고덕강일성산점,베이커리,"https://map.naver.com/v5/search/%EA%B0%95%EB%8F%99%EA%B5%AC%20%EA%B0%95%EC%9D%BC%EB%8F%99%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1144281413?c=14153573.5891012,4518393.4605133,13,0,0,0,dh&placePath=%3Fentry%253Dbmp",4.24리뷰 999+
매머드익스프레스 강일점,카페,"https://map.naver.com/v5/search/%EA%B0%95%EB%8F%99%EA%B5%AC%20%EA%B0%95%EC%9D%BC%EB%8F%99%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1206216099?c=14153181.3103476,4518073.4291894,13,0,0,0,dh&placePath=%3Fentry%253Dbmp",영업 중리뷰 397서울 강동구 강일동
철곱순이곱창트럭 강일점,"곱창,막창,양","https://map.naver.com/v5/search/%EA%B0%95%EB%8F%99%EA%B5%AC%20%EA%B0%95%EC%9D%BC%EB%8F%99%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/31169300?c=14153181.3103476,4518073.4291894,13,0,0,0,dh&placePath=%3Fentry%253Dbmp",4.3리뷰 87
명랑핫도그 강일점,핫도그,"https://map.naver.com/v5/search/%EA%B0%95%EB%8F%99%EA%B5%AC%20%EA%B0%95%EC%9D%BC%EB%8F%99%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/189418434?c=14153137.0051902,4518257.8237849,13,0,0,0,dh&placePath=%3Fentry%253Dbmp",4.29리뷰 516
이디야커피 강일점,카페,"https://map.naver.com/v5/search/%EA%B0%95%EB%8F%99%EA%B5%AC%20%EA%B0%95%EC%9D%BC%EB%8F%99%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1232033785?c=14153430.8218542,4517955.7020321,13,0,0,0,dh&placePath=%3Fentry%253Dbmp",4.32리뷰 311
오로라베이커리,베이커리,"https://map.naver.com/v5/search/%EA%B0%95%EB%8F%99%EA%B5%AC%20%EA%B0%95%EC%9D%BC%EB%8F%99%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1479852202?c=14153254.4361211,4518178.7429629,13,0,0,0,dh&placePath=%3Fentry%253Dbmp",4.47리뷰 514
김가네김밥 고덕강일점,분식,"https://map.naver.com/v5/search/%EA%B0%95%EB%8F%99%EA%B5%AC%20%EA%B0%95%EC%9D%BC%EB%8F%99%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1747040532?c=14153210.4092625,4518208.1366349,13,0,0,0,dh&placePath=%3Fentry%253Dbmp",4.06리뷰 490
치킨마루 강일점,"치킨,닭강정","https://map.naver.com/v5/search/%EA%B0%95%EB%8F%99%EA%B5%AC%20%EA%B0%95%EC%9D%BC%EB%8F%99%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/20314053?c=14153158.7904146,4518291.9223952,13,0,0,0,dh&placePath=%3Fentry%253Dbmp",4.16리뷰 197
강빛참숯불구이,"육류,고기요리","https://map.naver.com/v5/search/%EA%B0%95%EB%8F%99%EA%B5%AC%20%EA%B0%95%EC%9D%BC%EB%8F%99%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1878310778?c=14153209.8415331,4519140.1821653,13,0,0,0,dh&placePath=%3Fentry%253Dbmp",4.56리뷰 70
지코바 강일1호점,"치킨,닭강정","https://map.naver.com/v5/search/%EA%B0%95%EB%8F%99%EA%B5%AC%20%EA%B0%95%EC%9D%BC%EB%8F%99%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1693668303?c=14153135.1127589,4518263.1183312,13,0,0,0,dh&placePath=%3Fentry%253Dbmp",4.6리뷰 185
남도명가,한식,"https://map.naver.com/v5/search/%EA%B0%95%EB%8F%99%EA%B5%AC%20%EA%B0%95%EC%9D%BC%EB%8F%99%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/35746657?c=14153135.1127589,4518263.1183312,13,0,0,0,dh&placePath=%3Fentry%253Dbmp",4.51리뷰 200
이디야커피 강동고덕교차로점,카페,"https://map.naver.com/v5/search/%EA%B0%95%EB%8F%99%EA%B5%AC%20%EA%B0%95%EC%9D%BC%EB%8F%99%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1635462624?c=14152885.2005021,4517563.6856255,13,0,0,0,dh&placePath=%3Fentry%253Dbmp",영업 중리뷰 192서울 강동구 강일동
뚜레쥬르 리버파크10단지점,베이커리,"https://map.naver.com/v5/search/%EA%B0%95%EB%8F%99%EA%B5%AC%20%EA%B0%95%EC%9D%BC%EB%8F%99%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/35178937?c=14152885.2005021,4517563.6856255,13,0,0,0,dh&placePath=%3Fentry%253Dbmp",4.33리뷰 858
