restaurant,tag,url,review
애플하우스,떡볶이,"https://map.naver.com/v5/search/%EB%8F%99%EC%9E%91%EA%B5%AC%20%EC%82%AC%EB%8B%B9%EB%8F%99%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/12873924?c=14133559.0571013,4507109.4342444,14,0,0,0,dh&placePath=%3Fentry%253Dbmp",4.34리뷰 999+TV신상출시편스토랑
이수회관,생선회,"https://map.naver.com/v5/search/%EB%8F%99%EC%9E%91%EA%B5%AC%20%EC%82%AC%EB%8B%B9%EB%8F%99%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/234602848?c=14133559.0571013,4507109.4342444,14,0,0,0,dh&placePath=%3Fentry%253Dbmp",4.27리뷰 999+
훈감동,일식당,"https://map.naver.com/v5/search/%EB%8F%99%EC%9E%91%EA%B5%AC%20%EC%82%AC%EB%8B%B9%EB%8F%99%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1169669465?c=14133559.0571013,4507109.4342444,14,0,0,0,dh&placePath=%3Fentry%253Dbmp",4.55리뷰 999+
사이집,"육류,고기요리","https://map.naver.com/v5/search/%EB%8F%99%EC%9E%91%EA%B5%AC%20%EC%82%AC%EB%8B%B9%EB%8F%99%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1766140389?c=14133593.2433169,4507041.6746764,14,0,0,0,dh&placePath=%3Fentry%253Dbmp",영업 중리뷰 238서울 동작구 사당동
우리회포차 사당점,생선회,"https://map.naver.com/v5/search/%EB%8F%99%EC%9E%91%EA%B5%AC%20%EC%82%AC%EB%8B%B9%EB%8F%99%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1153797725?c=14133593.2433169,4507041.6746764,14,0,0,0,dh&placePath=%3Fentry%253Dbmp",4.35리뷰 424
노코리카,이자카야,"https://map.naver.com/v5/search/%EB%8F%99%EC%9E%91%EA%B5%AC%20%EC%82%AC%EB%8B%B9%EB%8F%99%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1163493215?c=14133628.0974495,4506324.9792273,14,0,0,0,dh&placePath=%3Fentry%253Dbmp",영업 중리뷰 30서울 동작구 사당동
초와밥,"초밥,롤","https://map.naver.com/v5/search/%EB%8F%99%EC%9E%91%EA%B5%AC%20%EC%82%AC%EB%8B%B9%EB%8F%99%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/37447037?c=14133628.0974495,4506324.9792273,14,0,0,0,dh&placePath=%3Fentry%253Dbmp",4.44리뷰 999+TV식객남녀잘먹었습니다 시즌3
페니힐스 커피스테이션,카페,"https://map.naver.com/v5/search/%EB%8F%99%EC%9E%91%EA%B5%AC%20%EC%82%AC%EB%8B%B9%EB%8F%99%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/32227337?c=14133238.0784815,4505864.8324038,14,0,0,0,dh&placePath=%3Fentry%253Dbmp",4.54리뷰 999+
늘조은한우마을,"육류,고기요리","https://map.naver.com/v5/search/%EB%8F%99%EC%9E%91%EA%B5%AC%20%EC%82%AC%EB%8B%B9%EB%8F%99%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1602560745?c=14133593.4882198,4506100.2548151,14,0,0,0,dh&placePath=%3Fentry%253Dbmp",4.9리뷰 465
백소정 이수역점,일식당,"https://map.naver.com/v5/search/%EB%8F%99%EC%9E%91%EA%B5%AC%20%EC%82%AC%EB%8B%B9%EB%8F%99%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1485756156?c=14133593.4882198,4506100.2548151,14,0,0,0,dh&placePath=%3Fentry%253Dbmp",영업 중리뷰 999+서울 동작구 사당동
오드리곱창,"곱창,막창,양","https://map.naver.com/v5/search/%EB%8F%99%EC%9E%91%EA%B5%AC%20%EC%82%AC%EB%8B%B9%EB%8F%99%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1139062420?c=14133468.2203968,4507232.8335395,14,0,0,0,dh&placePath=%3Fentry%253Dbmp",4.82리뷰 999+
전주전집,"전통,민속주점","https://map.naver.com/v5/search/%EB%8F%99%EC%9E%91%EA%B5%AC%20%EC%82%AC%EB%8B%B9%EB%8F%99%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/13419356?c=14133626.5167127,4507299.1072485,14,0,0,0,dh&placePath=%3Fentry%253Dbmp",4.28리뷰 999+TV생방송투데이
37.5 동작이수점,브런치,"https://map.naver.com/v5/search/%EB%8F%99%EC%9E%91%EA%B5%AC%20%EC%82%AC%EB%8B%B9%EB%8F%99%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1806431092?c=14133626.5167127,4507299.1072485,14,0,0,0,dh&placePath=%3Fentry%253Dbmp",4.62리뷰 999+
호요,이자카야,"https://map.naver.com/v5/search/%EB%8F%99%EC%9E%91%EA%B5%AC%20%EC%82%AC%EB%8B%B9%EB%8F%99%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/684793218?c=14133557.0978782,4506179.5250300,14,0,0,0,dh&placePath=%3Fentry%253Dbmp",4.59리뷰 957
사당돈,돼지고기구이,"https://map.naver.com/v5/search/%EB%8F%99%EC%9E%91%EA%B5%AC%20%EC%82%AC%EB%8B%B9%EB%8F%99%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1293051430?c=14133557.0978782,4506179.5250300,14,0,0,0,dh&placePath=%3Fentry%253Dbmp",4.51리뷰 649
윤공 Korean Bistro,요리주점,"https://map.naver.com/v5/search/%EB%8F%99%EC%9E%91%EA%B5%AC%20%EC%82%AC%EB%8B%B9%EB%8F%99%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1226807259?c=14133557.0978782,4506179.5250300,14,0,0,0,dh&placePath=%3Fentry%253Dbmp",4.69리뷰 999+
사당광안리,생선회,"https://map.naver.com/v5/search/%EB%8F%99%EC%9E%91%EA%B5%AC%20%EC%82%AC%EB%8B%B9%EB%8F%99%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/38337348?c=14133607.9486216,4506515.4797244,14,0,0,0,dh&placePath=%3Fentry%253Dbmp",4.48리뷰 999+
탐라포차 이수역점,포장마차,"https://map.naver.com/v5/search/%EB%8F%99%EC%9E%91%EA%B5%AC%20%EC%82%AC%EB%8B%B9%EB%8F%99%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1344401269?c=14133436.4720780,4506039.0806705,14,0,0,0,dh&placePath=%3Fentry%253Dbmp",영업 중리뷰 162서울 동작구 사당동
청와옥 사당직영점,"순대,순댓국","https://map.naver.com/v5/search/%EB%8F%99%EC%9E%91%EA%B5%AC%20%EC%82%AC%EB%8B%B9%EB%8F%99%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1929337126?c=14133634.7432231,4506218.8587656,14,0,0,0,dh&placePath=%3Fentry%253Dbmp",4.37리뷰 999+
맛있는뎅,"오뎅,꼬치","https://map.naver.com/v5/search/%EB%8F%99%EC%9E%91%EA%B5%AC%20%EC%82%AC%EB%8B%B9%EB%8F%99%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1094384766?c=14133587.5771548,4507015.7914789,14,0,0,0,dh&placePath=%3Fentry%253Dbmp",4.66리뷰 256
MISFITS,햄버거,"https://map.naver.com/v5/search/%EB%8F%99%EC%9E%91%EA%B5%AC%20%EC%82%AC%EB%8B%B9%EB%8F%99%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/37801475?c=14133587.5771548,4507015.7914789,14,0,0,0,dh&placePath=%3Fentry%253Dbmp",4.71리뷰 999+TV생방송투데이
낙성곱창,"곱창,막창,양","https://map.naver.com/v5/search/%EB%8F%99%EC%9E%91%EA%B5%AC%20%EC%82%AC%EB%8B%B9%EB%8F%99%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/19877338?c=14133543.9844422,4506161.1066803,14,0,0,0,dh&placePath=%3Fentry%253Dbmp",4.33리뷰 999+
떡붕 이수점,"카페,디저트","https://map.naver.com/v5/search/%EB%8F%99%EC%9E%91%EA%B5%AC%20%EC%82%AC%EB%8B%B9%EB%8F%99%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1006183648?c=14133543.9844422,4506161.1066803,14,0,0,0,dh&placePath=%3Fentry%253Dbmp",영업 중리뷰 93서울 동작구 사당동
낯선한식븟다,"전통,민속주점","https://map.naver.com/v5/search/%EB%8F%99%EC%9E%91%EA%B5%AC%20%EC%82%AC%EB%8B%B9%EB%8F%99%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1971062401?c=14133300.8070146,4506734.9804297,14,0,0,0,dh&placePath=%3Fentry%253Dbmp",4.51리뷰 651
철길부산집 이수점,이자카야,"https://map.naver.com/v5/search/%EB%8F%99%EC%9E%91%EA%B5%AC%20%EC%82%AC%EB%8B%B9%EB%8F%99%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1995029990?c=14133300.8070146,4506734.9804297,14,0,0,0,dh&placePath=%3Fentry%253Dbmp",영업 중리뷰 86서울 동작구 사당동
72420 사당본점,72420,"https://map.naver.com/v5/search/%EB%8F%99%EC%9E%91%EA%B5%AC%20%EC%82%AC%EB%8B%B9%EB%8F%99%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/31413905?c=14133582.3340068,4506738.0105732,14,0,0,0,dh&placePath=%3Fentry%253Dbmp",4.48리뷰 999+
라시에스타,이탈리아음식,"https://map.naver.com/v5/search/%EB%8F%99%EC%9E%91%EA%B5%AC%20%EC%82%AC%EB%8B%B9%EB%8F%99%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/13470609?c=14133582.3340068,4506738.0105732,14,0,0,0,dh&placePath=%3Fentry%253Dbmp",4.41리뷰 999+
곱창나라,"곱창,막창,양","https://map.naver.com/v5/search/%EB%8F%99%EC%9E%91%EA%B5%AC%20%EC%82%AC%EB%8B%B9%EB%8F%99%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1151735746?c=14133582.3340068,4506738.0105732,14,0,0,0,dh&placePath=%3Fentry%253Dbmp",4.73리뷰 999+
요란한부엌,퓨전음식,"https://map.naver.com/v5/search/%EB%8F%99%EC%9E%91%EA%B5%AC%20%EC%82%AC%EB%8B%B9%EB%8F%99%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/36046483?c=14133337.3754673,4505858.0572318,14,0,0,0,dh&placePath=%3Fentry%253Dbmp",영업 중리뷰 999+술집 방어 연어 문어가 맛있는 해산물요리
팔각도 이수역점,닭갈비,"https://map.naver.com/v5/search/%EB%8F%99%EC%9E%91%EA%B5%AC%20%EC%82%AC%EB%8B%B9%EB%8F%99%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1628637260?c=14133337.3754673,4505858.0572318,14,0,0,0,dh&placePath=%3Fentry%253Dbmp",4.73리뷰 999+
시너리,"카페,디저트","https://map.naver.com/v5/search/%EB%8F%99%EC%9E%91%EA%B5%AC%20%EC%82%AC%EB%8B%B9%EB%8F%99%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1022273433?c=14133337.3754673,4505858.0572318,14,0,0,0,dh&placePath=%3Fentry%253Dbmp",4.49리뷰 740
용용선생 이수점,요리주점,"https://map.naver.com/v5/search/%EB%8F%99%EC%9E%91%EA%B5%AC%20%EC%82%AC%EB%8B%B9%EB%8F%99%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1186775199?c=14133337.3754673,4505858.0572318,14,0,0,0,dh&placePath=%3Fentry%253Dbmp",영업 중리뷰 764서울 동작구 사당동
디퍼댄와인,와인,"https://map.naver.com/v5/search/%EB%8F%99%EC%9E%91%EA%B5%AC%20%EC%82%AC%EB%8B%B9%EB%8F%99%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1602026142?c=14133337.3754673,4505858.0572318,14,0,0,0,dh&placePath=%3Fentry%253Dbmp",영업 중리뷰 374저녁엔와인한잔분위기좋은 사당카페
머치커피,"카페,디저트","https://map.naver.com/v5/search/%EB%8F%99%EC%9E%91%EA%B5%AC%20%EC%82%AC%EB%8B%B9%EB%8F%99%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1174637997?c=14133527.5982132,4507134.7284563,14,0,0,0,dh&placePath=%3Fentry%253Dbmp",4.58리뷰 734
조가네갑오징어 사당점,오징어요리,"https://map.naver.com/v5/search/%EB%8F%99%EC%9E%91%EA%B5%AC%20%EC%82%AC%EB%8B%B9%EB%8F%99%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/33471354?c=14133527.5982132,4507134.7284563,14,0,0,0,dh&placePath=%3Fentry%253Dbmp",4.27리뷰 999+
램타운양꼬치 사당점,양꼬치,"https://map.naver.com/v5/search/%EB%8F%99%EC%9E%91%EA%B5%AC%20%EC%82%AC%EB%8B%B9%EB%8F%99%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1837728768?c=14133527.5982132,4507134.7284563,14,0,0,0,dh&placePath=%3Fentry%253Dbmp",영업 중리뷰 167서울 동작구 사당동
레이네,"카페,디저트","https://map.naver.com/v5/search/%EB%8F%99%EC%9E%91%EA%B5%AC%20%EC%82%AC%EB%8B%B9%EB%8F%99%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1401034956?c=14133527.5982132,4507134.7284563,14,0,0,0,dh&placePath=%3Fentry%253Dbmp",4.76리뷰 199
외양간,"육류,고기요리","https://map.naver.com/v5/search/%EB%8F%99%EC%9E%91%EA%B5%AC%20%EC%82%AC%EB%8B%B9%EB%8F%99%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1655837844?c=14133497.7311938,4505935.5160842,14,0,0,0,dh&placePath=%3Fentry%253Dbmp",4.7리뷰 699
생생집,오리요리,"https://map.naver.com/v5/search/%EB%8F%99%EC%9E%91%EA%B5%AC%20%EC%82%AC%EB%8B%B9%EB%8F%99%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1240115080?c=14133223.8407187,4506807.5498021,14,0,0,0,dh&placePath=%3Fentry%253Dbmp",영업 중리뷰 164서울 동작구 사당동
크래프트한스 이수점,"맥주,호프","https://map.naver.com/v5/search/%EB%8F%99%EC%9E%91%EA%B5%AC%20%EC%82%AC%EB%8B%B9%EB%8F%99%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/36420461?c=14133565.5358956,4506404.2791977,14,0,0,0,dh&placePath=%3Fentry%253Dbmp",4.62리뷰 999+
소담촌 사당직영점,샤브샤브,"https://map.naver.com/v5/search/%EB%8F%99%EC%9E%91%EA%B5%AC%20%EC%82%AC%EB%8B%B9%EB%8F%99%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1376146445?c=14133565.5358956,4506404.2791977,14,0,0,0,dh&placePath=%3Fentry%253Dbmp",4.51리뷰 999+
이곱착한고기 사당본점,"육류,고기요리","https://map.naver.com/v5/search/%EB%8F%99%EC%9E%91%EA%B5%AC%20%EC%82%AC%EB%8B%B9%EB%8F%99%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1603116870?c=14133565.5358956,4506404.2791977,14,0,0,0,dh&placePath=%3Fentry%253Dbmp",4.62리뷰 571
샤브로21 사당,샤브샤브,"https://map.naver.com/v5/search/%EB%8F%99%EC%9E%91%EA%B5%AC%20%EC%82%AC%EB%8B%B9%EB%8F%99%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1881363216?c=14133565.5358956,4506404.2791977,14,0,0,0,dh&placePath=%3Fentry%253Dbmp",영업 중리뷰 199서울 동작구 사당동
