restaurant,tag,url
서리풀식당,"족발,보쌈","https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1740136440?c=14110467.7990912,4509194.9316571,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
보스베이글웍스 방배점,카페,"https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1676795248?c=14110467.7990912,4509194.9316571,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
도쿄하나 사당점,일식당,"https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/36509363?c=14109942.3599627,4510764.0495679,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
크로스비,와인,"https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/19872942?c=14109942.3599627,4510764.0495679,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
오리에,브런치,"https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1563983365?c=14109942.3599627,4510764.0495679,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
거북이,"카페,디저트","https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1624775447?c=14109942.3599627,4510764.0495679,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
몬탁,베이커리,"https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1045302382?c=14107101.4865577,4507491.2668983,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
휴락담,요리주점,"https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1033452416?c=14107101.4865577,4507491.2668983,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
카몽,"카페,디저트","https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/35075023?c=14107101.4865577,4507491.2668983,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
줄라이,양식,"https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/12761447?c=14107101.4865577,4507491.2668983,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
무월식탁 파미에스테이션점,한식,"https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1167488982?c=14107101.4865577,4507491.2668983,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
한성돈까스,돈가스,"https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/11684597?c=14107101.4865577,4507491.2668983,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
맛집곱창구이,"곱창,막창,양","https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/18222123?c=14105914.9543692,4505941.7582658,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
크래버대게나라 서초점,게요리,"https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/33586047?c=14105914.9543692,4505941.7582658,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
산도,샌드위치,"https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1918289213?c=14105914.9543692,4505941.7582658,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
디토,이탈리아음식,"https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1216994650?c=14105914.9543692,4505941.7582658,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
청류벽,막국수,"https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1486575735?c=14105914.9543692,4505941.7582658,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
심재,"카페,디저트","https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1662301448?c=14105914.9543692,4505941.7582658,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
스시타노,일식당,"https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/35906570?c=14110777.6902897,4508311.4888513,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
시그니처랩 서래마을점,양식,"https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1969504504?c=14110777.6902897,4508311.4888513,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
노스티모,그리스음식,"https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1259445765?c=14110777.6902897,4508311.4888513,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
볼라레,이탈리아음식,"https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/19867370?c=14110777.6902897,4508311.4888513,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
이가네양꼬치 교대직영점,양꼬치,"https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1453358113?c=14107500.9008906,4508771.6028023,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
이누식당,양식,"https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1228341502?c=14107389.8930944,4508904.6892648,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
닥터로빈 시그니쳐 서초점,이탈리아음식,"https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1705439631?c=14107389.8930944,4508904.6892648,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
장꼬방,빙수,"https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/31991940?c=14107389.8930944,4508904.6892648,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
스시도온,"초밥,롤","https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1557542796?c=14110722.0082804,4508558.8784415,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
릿잇타미,햄버거,"https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1019138045?c=14110722.0082804,4508558.8784415,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
이솔라 레스토랑,이탈리아음식,"https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/37811707?c=14110722.0082804,4508558.8784415,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
더막창스,"곱창,막창,양","https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/37085684?c=14110722.0082804,4508558.8784415,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
수다 서래점,이자카야,"https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1665279700?c=14110722.0082804,4508558.8784415,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
지구상사 강남점,요리주점,"https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1641614646?c=14110722.0082804,4508558.8784415,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
탐라도야지 본점,돼지고기구이,"https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/18364648?c=14110722.0082804,4508558.8784415,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
이가해장국,해장국,"https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1424852905?c=14110554.4167870,4509248.3365719,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
미우야,일식당,"https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/21259234?c=14110554.4167870,4509248.3365719,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
매드포갈릭 강남삼성타운점,이탈리아음식,"https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/13090306?c=14110554.4167870,4509248.3365719,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
기와집양대창,"곱창,막창,양","https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1880659013?c=14110318.5196541,4509682.4334932,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
나노하나,일식당,"https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1815627573?c=14110318.5196541,4509682.4334932,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
스타벅스 파미에파크R점,카페,"https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/35396916?c=14110318.5196541,4509682.4334932,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
언니가 숨겨놓은 과자상자,"카페,디저트","https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1175579094?c=14110449.2087362,4509203.8839071,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
한신치킨호프,"치킨,닭강정","https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/18272769?c=14110449.2087362,4509203.8839071,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
키친피콜로,"스파게티,파스타전문","https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/36271215?c=14110449.2087362,4509203.8839071,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
장꼬방묵은김치찌개전문,"찌개,전골","https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/11819292?c=14110449.2087362,4509203.8839071,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
우면동소나무집,닭볶음탕,"https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/18267595?c=14105863.0238267,4506252.6797241,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
깔리,인도음식,"https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/38414925?c=14105863.0238267,4506252.6797241,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
마틸다 바베큐 치킨 본점,"치킨,닭강정","https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1098338064?c=14109015.0574725,4503197.6187200,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
소담소,"육류,고기요리","https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1845316835?c=14109015.0574725,4503197.6187200,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
로우어가든,"카페,디저트","https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1011293106?c=14109015.0574725,4503197.6187200,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
앵콜칼국수,"칼국수,만두","https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1852194575?c=14112800.4767569,4505537.0341236,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
js가든 잠원점,중식당,"https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/21909376?c=14112800.4767569,4505537.0341236,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
더플라잉팬레드,양식,"https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/30955062?c=14109219.2842103,4506408.5577378,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
주,중식당,"https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/13371755?c=14109219.2842103,4506408.5577378,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
피제리아 호키포키,피자,"https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1567503530?c=14109219.2842103,4506408.5577378,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
심비디움2 by bareumi,"일식,초밥뷔페","https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1563541438?c=14109219.2842103,4506408.5577378,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
크리스탈제이드 상하이 팰리스 잠원점,중식당,"https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1141410734?c=14109219.2842103,4506408.5577378,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
산들해반포,한정식,"https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/20367327?c=14108854.3566555,4506656.6739691,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
김영모과자점 서초동성당점,베이커리,"https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/19886404?c=14108854.3566555,4506656.6739691,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
아랑솥뚜껑 양재본점,돼지고기구이,"https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/37684003?c=14108854.3566555,4506656.6739691,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
담은,요리주점,"https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/31887568?c=14108854.3566555,4506656.6739691,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
스시쇼우,"초밥,롤","https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1388115676?c=14110098.4966805,4508162.1206732,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
크레미엘,베이커리,"https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1769814833?c=14110098.4966805,4508162.1206732,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
홍미단 본점,분식,"https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1848858855?c=14107491.7392965,4508861.4868424,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
상석,한식,"https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1274639097?c=14110158.1193998,4510231.5211422,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
한국회관,소고기구이,"https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/32258504?c=14110158.1193998,4510231.5211422,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
청계산곤드레집,한식,"https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/38571420?c=14110158.1193998,4510231.5211422,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
라메종뒤땅,와인,"https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1384236057?c=14110158.1193998,4510231.5211422,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
스시효잠원본점,"초밥,롤","https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/11679407?c=14110158.1193998,4510231.5211422,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
잭앤더,베이커리,"https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1533119438?c=14110158.1193998,4510231.5211422,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
담,한정식,"https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/37942949?c=14108850.2378344,4510495.1506939,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
매드포갈릭 사당점,이탈리아음식,"https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/13348660?c=14108850.2378344,4510495.1506939,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
1357철판삼겹,돼지고기구이,"https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/21354302?c=14109078.1310959,4506001.4028494,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
사녹,양식,"https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1739451102?c=14109078.1310959,4506001.4028494,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
디엠룸술집,요리주점,"https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1070316921?c=14109078.1310959,4506001.4028494,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
비밀베이커리 예술의전당점,베이커리,"https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1184562605?c=14109587.2507871,4511097.8356343,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
소호정 강남점,국수,"https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/31259560?c=14109587.2507871,4511097.8356343,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
호왕,소고기구이,"https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/36298567?c=14109193.9367622,4506393.8283447,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
우탭 강남점,소고기구이,"https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1949341145?c=14109193.9367622,4506393.8283447,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
카페마마스 강남역점,양식,"https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/21339789?c=14109193.9367622,4506393.8283447,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
수프링,브런치,"https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1602948264?c=14109193.9367622,4506393.8283447,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
일일향 강남역3호점,중식당,"https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/37604496?c=14109193.9367622,4506393.8283447,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
알로하포케 신논현점,"다이어트,샐러드","https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/90462643?c=14109193.9367622,4506393.8283447,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
바이젠하우스 방배1호점,"맥주,호프","https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/36717913?c=14110789.4011001,4508443.2786428,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
이자카야나무 강남역3호점,이자카야,"https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/37725304?c=14110789.4011001,4508443.2786428,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
수작카츠 양재점,돈가스,"https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1914751690?c=14105740.0937131,4506000.7014765,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
우밀가 서초점,국수,"https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/122555398?c=14105740.0937131,4506000.7014765,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
태국식당356,태국음식,"https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/46696494?c=14105740.0937131,4506000.7014765,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
스와니예,양식,"https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/33979993?c=14105740.0937131,4506000.7014765,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
JW 메리어트 호텔 서울 파티세리,"카페,디저트","https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1436445052?c=14105740.0937131,4506000.7014765,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
대나무골한정식,한정식,"https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/13195491?c=14105740.0937131,4506000.7014765,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
프로간장게장 신사본점,게요리,"https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/11534185?c=14105740.0937131,4506000.7014765,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
크라이치즈버거 양재역점,햄버거,"https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1320179295?c=14105740.0937131,4506000.7014765,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
코이라멘 서초점,일본식라면,"https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1357964045?c=14105740.0937131,4506000.7014765,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
그림나베,샤브샤브,"https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/37366352?c=14109863.5346313,4511077.9771428,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
치코,"멕시코,남미음식","https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/31906010?c=14109863.5346313,4511077.9771428,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
카리 파미에스테이션점,인도음식,"https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1783587658?c=14109863.5346313,4511077.9771428,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
던킨 라이브 강남,도넛,"https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/12948226?c=14112195.1770257,4506223.7263958,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
이가네양꼬치 양재2호직영점,양꼬치,"https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/240373085?c=14108296.7016664,4509483.4140430,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
한소반 청계산점,한식,"https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/19866404?c=14108296.7016664,4509483.4140430,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
세광양대창 양재점,"곱창,막창,양","https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1106978299?c=14108296.7016664,4509483.4140430,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
겁없는토끼부엌,퓨전음식,"https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/33752094?c=14108296.7016664,4509483.4140430,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
교대플랫다이닝카페,브런치,"https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1205491914?c=14108296.7016664,4509483.4140430,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
