restaurant,tag,url
베이크샵 피봇,"카페,디저트","https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1422457758?c=14112178.0783519,4505749.3605064,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
육품,돼지고기구이,"https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1445634411?c=14112178.0783519,4505749.3605064,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
노랑저고리,한정식,"https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/11856990?c=14107048.3203689,4507124.8801203,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
아웃백스테이크하우스 센트럴시티점,패밀리레스토랑,"https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1246036062?c=14107048.3203689,4507124.8801203,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
놀부주방 반포점,한식,"https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1686537141?c=14107048.3203689,4507124.8801203,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
루엘드파리,베이커리,"https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/36266637?c=14107048.3203689,4507124.8801203,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
강남명전,"전,빈대떡","https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1754912649?c=14107048.3203689,4507124.8801203,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
이춘복참치&스시 강남점,생선회,"https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/37927728?c=14107048.3203689,4507124.8801203,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
에토레,이탈리아음식,"https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1931490578?c=14110476.4040878,4509094.4508936,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
군밤과군고구마.붕어빵.계란빵,종합분식,"https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1477987893?c=14110476.4040878,4509094.4508936,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
남미플랜트랩,퓨전음식,"https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1238763388?c=14108170.1648012,4509460.4855838,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
레몬그라스 타이,태국음식,"https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1064257414?c=14108170.1648012,4509460.4855838,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
호시라멘,일본식라면,"https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/880703747?c=14110101.1460844,4506978.9518726,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
바른식시골보쌈&감자옹심이 시골보쌈&감자옹심이 사당별관,"족발,보쌈","https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/35507549?c=14110101.1460844,4506978.9518726,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
분코 사당점,이자카야,"https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1615187452?c=14110101.1460844,4506978.9518726,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
공미학,"카페,디저트","https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1966463697?c=14110101.1460844,4506978.9518726,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
시그니처랩 반포점,브런치,"https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1422592463?c=14110101.1460844,4506978.9518726,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
파스타 트리오,양식,"https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1855974959?c=14110101.1460844,4506978.9518726,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
리밍,중식당,"https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/36778150?c=14110101.1460844,4506978.9518726,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
한우다이닝 울릉,소고기구이,"https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1745222116?c=14110101.1460844,4506978.9518726,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
아이케이부오노,이탈리아음식,"https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1262939269?c=14110101.1460844,4506978.9518726,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
수타우동 겐 서초점,"우동,소바","https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/37797212?c=14110101.1460844,4506978.9518726,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
쿤쏨차이,태국음식,"https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/368880338?c=14110101.1460844,4506978.9518726,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
도셰프,이탈리아음식,"https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/19594193?c=14110101.1460844,4506978.9518726,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
라비드쿤,프랑스음식,"https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1978721092?c=14110101.1460844,4506978.9518726,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
장원김밥 서초점,김밥,"https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/18366144?c=14110101.1460844,4506978.9518726,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
갈릭앤페퍼,이탈리아음식,"https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/13282231?c=14110075.6316571,4510355.2238452,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
채빛퀴진,뷔페,"https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/35346343?c=14110558.1682538,4509122.4299397,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
타르타르 강남역점,카페,"https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1754767885?c=14110558.1682538,4509122.4299397,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
차이들 논현점,중식당,"https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1174228908?c=14110558.1682538,4509122.4299397,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
느린마을양조장 강남점,요리주점,"https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/32838644?c=14110558.1682538,4509122.4299397,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
교대이층집 교대본점,"육류,고기요리","https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/35624097?c=14109785.9338142,4510569.4582099,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
스시소라 서초점,일식당,"https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1350801663?c=14109785.9338142,4510569.4582099,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
무드서울,와인,"https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1066736419?c=14109785.9338142,4510569.4582099,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
온센 강남점,일식당,"https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1250740851?c=14109169.1013838,4507924.5614680,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
고메정식당 교대본점,"육류,고기요리","https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1593583520?c=14109169.1013838,4507924.5614680,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
로꼬로꼬조개찜신사본점,조개요리,"https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/20973098?c=14109169.1013838,4507924.5614680,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
송계옥 교대점,닭요리,"https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1254742263?c=14109169.1013838,4507924.5614680,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
황재벌,주꾸미요리,"https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/20874669?c=14109169.1013838,4507924.5614680,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
강남역파스타,"스파게티,파스타전문","https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1286639031?c=14109169.1013838,4507924.5614680,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
영동족발 본점,"족발,보쌈","https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/12917286?c=14109169.1013838,4507924.5614680,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
신사고집,돼지고기구이,"https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/935177677?c=14111227.5546159,4507088.9099232,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
태양커피,테이크아웃커피,"https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/38310354?c=14111227.5546159,4507088.9099232,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
소울재패니즈다이닝,이자카야,"https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1576720119?c=14111962.4970260,4506867.4097418,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
토비커피,"카페,디저트","https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1181075299?c=14111962.4970260,4506867.4097418,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
우작설렁탕,"곰탕,설렁탕","https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/19867568?c=14111962.4970260,4506867.4097418,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
소이연남 파미에스테이션점,태국음식,"https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1326338352?c=14111962.4970260,4506867.4097418,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
카페슬로우,바(BAR),"https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1463352248?c=14111962.4970260,4506867.4097418,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
달가마,한식,"https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1104385124?c=14111962.4970260,4506867.4097418,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
진여사댁,요리주점,"https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1660867179?c=14108321.2030863,4509513.8076593,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
수향가 사당직영점,"족발,보쌈","https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1279662194?c=14108321.2030863,4509513.8076593,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
칭진,중식당,"https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/18363960?c=14108321.2030863,4509513.8076593,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
세광양대창 교대본점,"곱창,막창,양","https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1010064415?c=14108321.2030863,4509513.8076593,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
올리브에비뉴,이탈리아음식,"https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/21215128?c=14108321.2030863,4509513.8076593,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
조개창고 방배점,조개요리,"https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/37812102?c=14108321.2030863,4509513.8076593,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
미슌,중식당,"https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1807980245?c=14108321.2030863,4509513.8076593,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
초동집 본점,소고기구이,"https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/34461016?c=14108321.2030863,4509513.8076593,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
서래오뎅,"오뎅,꼬치","https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/13330668?c=14108321.2030863,4509513.8076593,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
매드포갈릭 예술의전당점,이탈리아음식,"https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/11569443?c=14108321.2030863,4509513.8076593,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
일번지육개장,한식,"https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/32489691?c=14107610.5728530,4508936.5264351,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
송화유수,"육류,고기요리","https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1469291580?c=14107610.5728530,4508936.5264351,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
감격시대,"육류,고기요리","https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/37128226?c=14107610.5728530,4508936.5264351,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
신숙,"칼국수,만두","https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/19873038?c=14108642.7383035,4508048.6718716,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
하레,이자카야,"https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/21054865?c=14108642.7383035,4508048.6718716,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
사가라멘 강남역점,일본식라면,"https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1010975108?c=14108642.7383035,4508048.6718716,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
코다차야,요리주점,"https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/33102231?c=14108642.7383035,4508048.6718716,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
화씨이육공,"육류,고기요리","https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1080492815?c=14110633.6428686,4508836.6935873,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
LP바 제플린,바(BAR),"https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/32465521?c=14110633.6428686,4508836.6935873,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
빕스 프리미어 반포역점,패밀리레스토랑,"https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/11735714?c=14110633.6428686,4508836.6935873,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
시골야채된장,"찌개,전골","https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/11709266?c=14110633.6428686,4508836.6935873,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
푸드더즈매터,양식,"https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1820277955?c=14110633.6428686,4508836.6935873,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
까르니브라질그릴,양식,"https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1163576582?c=14109056.1343646,4510240.6988082,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
규스홈 레스토랑,이탈리아음식,"https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/37822755?c=14109056.1343646,4510240.6988082,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
카츠8 강남점,돈가스,"https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1397024217?c=14109056.1343646,4510240.6988082,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
월량,중식당,"https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1865662429?c=14107355.6734829,4506513.8805159,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
반티엔야오 카오위 강남점,중식당,"https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1109024709?c=14110722.0082804,4508558.8784415,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
파파이스강남점,햄버거,"https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1793904718?c=14110722.0082804,4508558.8784415,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
유미분,종합분식,"https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1292227720?c=14110722.0082804,4508558.8784415,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
소신,이자카야,"https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1429930181?c=14110990.1101420,4508085.3889662,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
먼데이블루스,와인,"https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/37100989?c=14110990.1101420,4508085.3889662,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
멘야시노기,일본식라면,"https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1185505028?c=14110990.1101420,4508085.3889662,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
쉐이크쉑 센트럴시티점,햄버거,"https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1553797864?c=14112277.9208032,4506618.0400046,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
백화네부엌 교대점,요리주점,"https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1865515894?c=14110044.6625747,4509575.2125751,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
생어거스틴 파스텔시티점,아시아음식,"https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/34581592?c=14110044.6625747,4509575.2125751,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
슈가스컬 센트럴시티점,"멕시코,남미음식","https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1147831299?c=14110044.6625747,4509575.2125751,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
경성상회,이자카야,"https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1361312812?c=14109116.9148065,4507878.5991819,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
타쿠미곤,일식당,"https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/425978041?c=14109116.9148065,4507878.5991819,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
고메램 교대점,양갈비,"https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1903601237?c=14109116.9148065,4507878.5991819,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
영동교집 강남직영점,돼지고기구이,"https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1400155632?c=14109116.9148065,4507878.5991819,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
소곰집 양재점,돼지고기구이,"https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1188227652?c=14109116.9148065,4507878.5991819,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
르뺑아쎄르,베이커리,"https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1520564554?c=14109116.9148065,4507878.5991819,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
인더비엣 신논현역점,베트남음식,"https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1516567349?c=14109116.9148065,4507878.5991819,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
대도식당 강남대로점,소고기구이,"https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/33625110?c=14109116.9148065,4507878.5991819,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
신도세기 강남역점,돼지고기구이,"https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1357831743?c=14109116.9148065,4507878.5991819,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
서울주막 강남역1호점,요리주점,"https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1915464369?c=14109116.9148065,4507878.5991819,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
10월 19일,"카페,디저트","https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1237242418?c=14109116.9148065,4507878.5991819,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
버드나무집 서초동본점,한식,"https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/11627634?c=14110467.7990912,4509194.9316571,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
쿠오레에스프레소,"카페,디저트","https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/38677120?c=14110467.7990912,4509194.9316571,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
가츠오,돈가스,"https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/1652220988?c=14110467.7990912,4509194.9316571,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
비스트로모브,"스파게티,파스타전문","https://map.naver.com/v5/search/%EC%84%9C%EC%B4%88%EA%B5%AC%20%EC%9D%8C%EC%8B%9D%EC%A0%90/place/32618832?c=14110467.7990912,4509194.9316571,10,0,0,0,dh&placePath=%3Fentry%253Dbmp"
