restaurant,tag,url,review,len,rating,count
텍사스데브라질 압구정점,"스테이크,립",1675303081,"['4.34', '999']",2,4.34,999.0
미뉴트 빠삐용,"카페,디저트",1867823297,['267'],1,,267.0
까폼,태국음식,38969614,"['4.51', '999']",2,4.51,999.0
노티드 청담,카페,895457986,"['4.44', '999']",2,4.44,999.0
뱃고동,낙지요리,11700226,"['4.28', '999']",2,4.28,999.0
자매의 부엌,이탈리아음식,35751409,"['4.47', '705']",2,4.47,705.0
골뱅이신사,"해물,생선요리",1744213648,"['4.73', '999']",2,4.73,999.0
루위,중식당,65729586,"['4.65', '999']",2,4.65,999.0
이끼롤까스 가로수길점,돈가스,21418931,"['4.52', '999']",2,4.52,999.0
꽁티드툴레아,브런치,1432373629,['999'],1,,999.0
호족반 청담,한식,1103092572,"['4.34', '999']",2,4.34,999.0
무탄,중식당,1044096368,['999'],1,,999.0
런던 베이글 뮤지엄 도산점,베이커리,1967647240,['999'],1,,999.0
압구정제주집,"육류,고기요리",1345715158,"['4.6', '999']",2,4.6,999.0
마일스톤 커피,카페,33972716,"['4.63', '999']",2,4.63,999.0
다운타우너 청담,햄버거,887123043,"['4.6', '999']",2,4.6,999.0
소진담 신사점,"카페,디저트",1865631399,"['4.5', '999']",2,4.5,999.0
최가네버섯샤브매운탕칼국수,샤브샤브,13154695,"['4.55', '999']",2,4.55,999.0
포스터리 베이커,케이크전문,1867302217,['999'],1,,999.0
요조라,일식당,1616921844,"['4.46', '391']",2,4.46,391.0
오리지널팬케이크하우스 가로수길점,양식,32548015,"['4.31', '999']",2,4.31,999.0
핫쵸,일식당,1301235554,"['4.49', '999']",2,4.49,999.0
SADDLER HAUS,와플,38328122,"['4.55', '999']",2,4.55,999.0
을지다락 도산공원,양식,1030343098,"['4.49', '999']",2,4.49,999.0
다이닝 목로 도산점,요리주점,1006750348,"['4.64', '999']",2,4.64,999.0
부베트,프랑스음식,1790431579,['999'],1,,999.0
대막,일식당,1640488466,"['4.43', '999']",2,4.43,999.0
우와,일식당,1653280910,"['4.5', '999']",2,4.5,999.0
치즈룸 안다즈,이탈리아음식,1297585187,"['4.58', '999']",2,4.58,999.0
피자덕후 피자힙 압구정점,피자,1832771562,"['4.91', '999']",2,4.91,999.0
정돈프리미엄 신사점,돈가스,148179327,"['4.36', '999']",2,4.36,999.0
어글리퍼피,"카페,디저트",1255909485,['184'],1,,184.0
리틀넥 청담,이탈리아음식,36963396,"['4.5', '999']",2,4.5,999.0
듀자미,카페,13574087,"['4.3', '999']",2,4.3,999.0
누데이크 하우스 도산,"카페,디저트",1067286803,['999'],1,,999.0
콴안다오,베트남음식,354614937,"['4.52', '999']",2,4.52,999.0
달마시안,양식,1529976454,['999'],1,,999.0
도산분식 도산공원점,종합분식,1123489755,"['4.23', '999']",2,4.23,999.0
도산맘마미아,"카페,디저트",1600727618,"['4.35', '999']",2,4.35,999.0
클랩피자 청담,피자,1672413996,"['4.52', '999']",2,4.52,999.0
프론트서울,카페,1122254586,['589'],1,,589.0
오스테리아 꼬또 압구정점,이탈리아음식,35734492,['999'],1,,999.0
카츠바이콘반,일식당,1573951163,"['4.58', '999']",2,4.58,999.0
보슬보슬 압구정본점,종합분식,1570607237,['344'],1,,344.0
카이센동 우니도,일식당,1720070048,"['4.84', '993']",2,4.84,993.0
벽돌해피푸드 압구정점,중식당,1165131753,"['4.48', '999']",2,4.48,999.0
온리고,양식,1975463492,"['4.71', '999']",2,4.71,999.0
키친마이야르,양식,1582956498,['999'],1,,999.0
리커테이션,와인,1222395691,"['4.91', '999']",2,4.91,999.0
호호식당 도산공원,일식당,1772605537,"['4.69', '999']",2,4.69,999.0
심퍼티쿠시 가로수길점,와인,1001519803,['884'],1,,884.0
온기정,덮밥,1946248827,"['4.3', '999']",2,4.3,999.0
카페무니 압구정본점,"카페,디저트",1614953667,['999'],1,,999.0
성수명당 신사점,요리주점,1114077752,"['4.44', '743']",2,4.44,743.0
한추,"맥주,호프",13358436,"['4.19', '999']",2,4.19,999.0
오마카세육,한식,1389565722,['26'],1,,26.0
포레스트 청담,양식,1259933590,"['4.99', '999']",2,4.99,999.0
쮸즈,"딤섬,중식만두",34786487,"['4.37', '999']",2,4.37,999.0
플디 도산점,"카페,디저트",1870183298,['752'],1,,752.0
갓잇 도산공원점,"멕시코,남미음식",1135036261,"['4.62', '999']",2,4.62,999.0
묵전,"전통,민속주점",20384015,"['4.45', '999']",2,4.45,999.0
칼리프하우스,브런치,1191020917,['504'],1,,504.0
볼피노,이탈리아음식,38767161,"['999', '2023']",2,999,2023.0
에뚜왈,베이커리,996334906,"['4.5', '999']",2,4.5,999.0
세시셀라 도산공원점,카페,11886505,"['4.44', '999']",2,4.44,999.0
샌드커피 논탄토 신사,카페,1067440345,"['4.47', '999']",2,4.47,999.0
콘피에르,양식,1343969288,['999'],1,,999.0
소각,중식당,1400123055,"['4.89', '999']",2,4.89,999.0
골드피쉬 딤섬퀴진,중식당,21037800,"['4.55', '999']",2,4.55,999.0
패티앤베지스 신사점,햄버거,1348101379,"['4.47', '999']",2,4.47,999.0
아베크 청담,양식,1846214116,"['4.37', '999']",2,4.37,999.0
이웃집통통이 로데오점,"카페,디저트",1850375355,"['4.58', '999']",2,4.58,999.0
뉴욕라츠오베이글스,베이글,1880997916,"['4.54', '999']",2,4.54,999.0
웍셔너리 청담,중식당,1203337621,"['4.28', '999']",2,4.28,999.0
우시야 본점,소고기구이,36175042,"['4.51', '708']",2,4.51,708.0
풍 라운지,바(BAR),1111503809,['75'],1,,75.0
양철지붕 본점,요리주점,18485132,"['4.43', '430']",2,4.43,430.0
청담돈,일식당,1773013473,"['4.63', '999']",2,4.63,999.0
식스나잇,요리주점,1555782691,['176'],1,,176.0
샤블리,샤브샤브,1417591954,"['4.74', '999']",2,4.74,999.0
어썸로즈,양식,83612604,"['4.77', '999']",2,4.77,999.0
플레이버스 바이 바프,양식,1873514629,['767'],1,,767.0
을지다락 가로수길,양식,1797169863,"['4.47', '999']",2,4.47,999.0
잇숲,양식,1771823300,['96'],1,,96.0
세컨디포레스트 가로수길점,"스파게티,파스타전문",1230915639,['999'],1,,999.0
은행골 신사점,"초밥,롤",31363816,['999'],1,,999.0
어성일식,일식당,1886342920,"['4.4', '999']",2,4.4,999.0
애니오케이션 카페,"카페,디저트",1732344388,['999'],1,,999.0
일곱잔,와인,1438978661,"['4.96', '715']",2,4.96,715.0
금별맥주 강남신사점,"맥주,호프",1390537313,"['4.64', '999']",2,4.64,999.0
롸카두들 내쉬빌 핫치킨 압구정,햄버거,1728011058,"['4.6', '999']",2,4.6,999.0
쇼토,베이커리,1292569783,"['4.48', '882']",2,4.48,882.0
비파티세리,베이커리,1584307184,"['4.44', '999']",2,4.44,999.0
금토일샴페인빠 압구정로데오점,와인,1934533595,['83'],1,,83.0
Just Steak,"스테이크,립",20108415,"['4.34', '999']",2,4.34,999.0
플르서라구뜨,브런치,1133107813,['374'],1,,374.0
카멜커피 도산점,"카페,디저트",1967411628,"['4.43', '999']",2,4.43,999.0
압구정 로바,일식당,1355873349,['20'],1,,20.0
갓포아키 도산공원점,일식당,32284047,"['4.49', '781']",2,4.49,781.0
온천집 스키야키,아시아음식,1499115014,"['4.62', '999']",2,4.62,999.0
삼창교자,"딤섬,중식만두",1781934048,"['4.45', '999']",2,4.45,999.0
닭으로가 압구정본점,닭갈비,11710160,"['4.46', '999']",2,4.46,999.0
모던오뎅 신사동점,일식당,1705916422,"['4.34', '570']",2,4.34,570.0
효계,닭요리,1010727183,"['4.53', '804']",2,4.53,804.0
남영동양문 가로수길점,"육류,고기요리",1487617489,['181'],1,,181.0
"이국 도산, EEGUK",양식,1279519421,['159'],1,,159.0
브루클린더버거조인트 가로수길점,햄버거,37256574,"['4.48', '999']",2,4.48,999.0
가로수 그곳,한식,1801554171,['208'],1,,208.0
파치노 에스프레소 바,카페,1126310741,['53'],1,,53.0
보보식당,중식당,1901891528,['121'],1,,121.0
압구정 곱창,"곱창,막창,양",37069188,"['4.6', '869']",2,4.6,869.0
우텐더,소고기구이,878378143,['417'],1,,417.0
선데이 버거 클럽,햄버거,1706029841,"['4.53', '999']",2,4.53,999.0
버터풀앤크리멀러스,베이커리,1659563330,"['4.49', '999']",2,4.49,999.0
트라가 가로수길점,스페인음식,1609433684,"['4.9', '999']",2,4.9,999.0
아우어베이커리 가로수길점,베이커리,1207253764,"['4.46', '999']",2,4.46,999.0
가담,중식당,32260073,"['4.33', '999']",2,4.33,999.0
올드페리도넛 가로수길점,도넛,1108285231,['999'],1,,999.0
이치서울,"카페,디저트",1924644034,"['4.37', '770']",2,4.37,770.0
춘식당,한식,38391956,"['4.52', '694']",2,4.52,694.0
노아베이커리 압구정점,베이커리,32269733,"['4.52', '999']",2,4.52,999.0
온다,이탈리아음식,1040333531,"['4.73', '999']",2,4.73,999.0
타르틴베이커리 도산점,베이커리,1650247686,"['4.38', '999']",2,4.38,999.0
아우어베이커리 도산본점,베이커리,37941875,"['4.45', '999']",2,4.45,999.0
웜브라운 베이커리카페,"카페,디저트",1580864200,['568'],1,,568.0
쿠라우니,베이커리,1320390218,"['4.43', '999']",2,4.43,999.0
연타발 압구정본점,"곱창,막창,양",13469576,"['4.41', '999']",2,4.41,999.0
벙커컴퍼니 압구정점,"카페,디저트",1341393737,"['4.58', '999']",2,4.58,999.0
목포집,한정식,12783829,"['4.3', '999']",2,4.3,999.0
노플렉스 서울,바(BAR),1305176626,"['4.13', '390']",2,4.13,390.0
두레국수 본점,국수,11679364,"['4.33', '999']",2,4.33,999.0
일일향 압구정1호점,중식당,11707317,"['4.32', '999']",2,4.32,999.0
Lu307 이자카야,이자카야,1185481426,"['4.83', '617']",2,4.83,617.0
도쿄등심 압구정점,소고기구이,1688133421,"['4.59', '999']",2,4.59,999.0
뮤즈온,바(BAR),32202042,['999'],1,,999.0
마일드하이클럽,브런치,1130419307,['198'],1,,198.0
부쉬윅,바(BAR),1514939124,"['4.73', '646']",2,4.73,646.0
키마스시 청담,"초밥,롤",1837802607,['428'],1,,428.0
스시유키,"초밥,롤",37525791,"['4.51', '952']",2,4.51,952.0
칙피스 신사점,양식,1857521875,"['4.49', '999']",2,4.49,999.0
천미미,중식당,1154124309,"['4.43', '999']",2,4.43,999.0
플라워베이커리 가로수길점,베이커리,1621296173,"['4.42', '999']",2,4.42,999.0
미분당 신사점,베트남음식,1384470700,"['4.52', '999']",2,4.52,999.0
멜로드 도산,케이크전문,1307835048,"['4.8', '104']",2,4.8,104.0
압구정하루,일식당,11710847,['999'],1,,999.0
보타르가,이탈리아음식,1645884170,"['4.47', '403']",2,4.47,403.0
로데오뎅,"오뎅,꼬치",1066950219,"['4.28', '313']",2,4.28,313.0
끌림이탈리아,이탈리아음식,1226456242,"['4.68', '235']",2,4.68,235.0
메리고라운드 스테이크,양식,13321644,"['4.35', '999']",2,4.35,999.0
다이칸야마키친,덮밥,19792442,"['4.38', '999']",2,4.38,999.0
맥파이앤타이거 신사티룸,차,1711464605,"['4.87', '999']",2,4.87,999.0
사가라멘 가로수길점,일본식라면,19882567,['999'],1,,999.0
신사동인동,"육류,고기요리",11726653,"['4.35', '748']",2,4.35,748.0
히츠지야 가로수길점,일식당,1885466106,['364'],1,,364.0
초심 압구정로데오점,요리주점,1433251190,['31'],1,,31.0
올리버바이쇼텐,이자카야,1730142162,['284'],1,,284.0
야사이마끼 쿠이신보,일식당,1931179940,"['4.47', '714']",2,4.47,714.0
잠수교집 5호점,돼지고기구이,1480979852,"['4.51', '999']",2,4.51,999.0
오복수산 도산점,일식당,1060101453,"['4.44', '999']",2,4.44,999.0
콜마인,와인,1831273227,['361'],1,,361.0
나따오비까 신사점,"카페,디저트",38305412,"['4.32', '999']",2,4.32,999.0
목탄장 도산점,요리주점,1742177967,"['4.29', '447']",2,4.29,447.0
무아,일식당,1448537546,"['4.91', '391']",2,4.91,391.0
GOO STK 528,"스테이크,립",19877737,"['4.4', '326']",2,4.4,326.0
스시츠바사,일식당,1292591534,"['4.44', '672']",2,4.44,672.0
신사 모소리,"육류,고기요리",1224469606,"['4.54', '999']",2,4.54,999.0
르브런쉭 신사점,브런치,13542746,"['4.35', '999']",2,4.35,999.0
더 타코부스,"멕시코,남미음식",1672120714,['75'],1,,75.0
사브서울,와인,1049547557,['537'],1,,537.0
Ginos NY Pizza 압구정점,피자,1119605388,['804'],1,,804.0
달맞이 신사점,생선회,1926711875,"['4.36', '349']",2,4.36,349.0
청수당갤러리,"카페,디저트",1772140077,"['4.44', '999']",2,4.44,999.0
37.5 시그니처 가로수길,브런치,1212470050,['452'],1,,452.0
갓포 마코토,일식당,1764908312,"['4.58', '415']",2,4.58,415.0
임프레션,양식,1203572380,"['4.7', '999']",2,4.7,999.0
네기스키야키 압구정점,일식당,1705860023,"['4.36', '648']",2,4.36,648.0
어물전 청 도산공원점,"해물,생선요리",1800618953,"['4.33', '296']",2,4.33,296.0
빠레뜨한남 가로수길점,양식,1308826860,"['4.58', '999']",2,4.58,999.0
강남면옥 본점,냉면,11845608,"['4.28', '999']",2,4.28,999.0
오엔,이탈리아음식,12064600,"['4.15', '999']",2,4.15,999.0
지아니스나폴리 가로수길점,이탈리아음식,31896201,"['4.34', '999']",2,4.34,999.0
베이커리 앤 커피 by 쿤달 압구정로데오 플래그쉽스토어,베이커리,1201043555,['999'],1,,999.0
리파인,한식,1065930306,['101'],1,,101.0
79파운야드 도산공원점,베이커리,1888066284,"['4.45', '999']",2,4.45,999.0
샐러드랩 압구정점,"다이어트,샐러드",1961540814,['162'],1,,162.0
금수복국 압구정점,복어요리,957701774,"['4.25', '999']",2,4.25,999.0
진도켄 이자카야,이자카야,1389858469,"['5', '400']",2,5,400.0
구전동화,"육류,고기요리",1030539253,"['4.39', '481']",2,4.39,481.0
네기다이닝라운지,일식당,1141137916,"['4.62', '649']",2,4.62,649.0
가드너 아드리아,이탈리아음식,47916461,"['4.34', '540']",2,4.34,540.0
신사전,"전,빈대떡",1346291809,"['4.31', '999']",2,4.31,999.0
미드타운,브런치,1491540976,"['5', '736']",2,5,736.0
삼원가든,한식,11718583,"['999', '2023']",2,999,2023.0
콘유,일식당,1361693886,"['4.72', '790']",2,4.72,790.0
키보2,이자카야,1389685968,['53'],1,,53.0
랜디스도넛 가로수길점,도넛,1286781898,"['4.45', '999']",2,4.45,999.0
씨네드쉐프 압구정,양식,258029709,"['4.65', '854']",2,4.65,854.0
TWG TEA 압구정 안다즈점,홍차전문점,1347429754,"['4.51', '910']",2,4.51,910.0
무쇠김치삼겹 신사점,돼지고기구이,1535927805,['30'],1,,30.0
황회장집,생선회,1581231694,"['4.51', '236']",2,4.51,236.0
블루보틀 압구정 카페,블루보틀,1848770148,['999'],1,,999.0
한일관 압구정점,한정식,11680226,"['4.27', '999']",2,4.27,999.0
수퍼판,퓨전음식,36262174,['372'],1,,372.0
모던오뎅 압구정점,"오뎅,꼬치",1499082136,['107'],1,,107.0
미나미 하나레,일식당,1673275044,['141'],1,,141.0
달래해장 신사 본점,한식,1441121091,['999'],1,,999.0
세인트그릴,햄버거,1366903580,"['4.55', '999']",2,4.55,999.0
알에비뉴,"카페,디저트",848321501,"['4.19', '999']",2,4.19,999.0
뻐꾸기 본점,포장마차,11730042,"['4.4', '597']",2,4.4,597.0
js가든 압구정점,중식당,33499940,"['4.45', '533']",2,4.45,533.0
윌비 가로수길점,"카페,디저트",1295981580,"['4.61', '542']",2,4.61,542.0
아이뽀유,베트남음식,1376511832,"['4.31', '783']",2,4.31,783.0
아가젤라또,아이스크림,1379308723,"['4.58', '672']",2,4.58,672.0
코르바니w 가로수길점,와인,1543458598,"['4.82', '961']",2,4.82,961.0
맥코이 신사,"카페,디저트",1645629071,['48'],1,,48.0
이치에,일식당,21656860,"['4.47', '941']",2,4.47,941.0
인딕슬로우,인도음식,1327534325,"['4.51', '855']",2,4.51,855.0
야키니쿠 규,소고기구이,1697940428,"['4.62', '999']",2,4.62,999.0
온달집 본점,"육류,고기요리",35781952,"['4.45', '999']",2,4.45,999.0
에드엣 가로수길,브런치,1485534307,"['4.84', '436']",2,4.84,436.0
있을 재,양식,1305195216,"['697', '2023']",2,697,2023.0
더페이머스버거 신사점,햄버거,1902703813,"['4.45', '999']",2,4.45,999.0
김북순큰남비집 신사본점,한식,11722762,"['4.47', '999']",2,4.47,999.0
구르메 본점,"해물,생선요리",37003691,"['4.36', '251']",2,4.36,251.0
송계옥 압구정점,닭요리,1906165591,['146'],1,,146.0
서울러,와인,1695162378,"['4.81', '567']",2,4.81,567.0
마사 타코,"멕시코,남미음식",658897525,"['4.42', '854']",2,4.42,854.0
심양 청담본점,양꼬치,31155879,"['4.25', '818']",2,4.25,818.0
피자네버슬립스,피자,1198374614,"['4.52', '999']",2,4.52,999.0
백곰막걸리,"전통,민속주점",38010707,['999'],1,,999.0
안다즈서울강남 조각보,양식,1263425600,"['4.43', '999']",2,4.43,999.0
대봉집 신사본점,"육류,고기요리",1817134114,"['4.33', '996']",2,4.33,996.0
우미학,"육류,고기요리",36771985,"['4.41', '999']",2,4.41,999.0
로바타탄요,일식당,1304420575,"['4.64', '523']",2,4.64,523.0
화이트야드,와인,1286235543,"['4.88', '293']",2,4.88,293.0
상록수 압구정점,"육류,고기요리",1858594333,['50'],1,,50.0
시추안하우스 압구정점,중식당,1378067891,"['4.49', '962']",2,4.49,962.0
대림국수 신사가로수길점,국수,1204459776,['53'],1,,53.0
에스파스 드 곤트란쉐리에 압구정점,베이커리,1495347361,['999'],1,,999.0
삼바리 신사점,조개요리,1783887685,"['4.3', '353']",2,4.3,353.0
고급오복수산,일식당,1536502781,"['4.54', '999']",2,4.54,999.0
신사베베 이자카야,이자카야,1560525570,"['4.92', '634']",2,4.92,634.0
스킬렛 스테이크하우스,"스테이크,립",35372688,"['4.65', '999']",2,4.65,999.0
센트레,브런치,1120549775,['307'],1,,307.0
스시류코,일식당,1633821940,"['4.33', '339']",2,4.33,339.0
미앙,태국음식,1879263018,['999'],1,,999.0
장 스테이크,"스테이크,립",31936212,"['4.63', '999']",2,4.63,999.0
부엉이산장 신사점,일식당,1788766997,['51'],1,,51.0
비스트로앤트로,양식,1109525914,"['4.75', '477']",2,4.75,477.0
감성타코 신사점,"멕시코,남미음식",21867596,"['4.43', '999']",2,4.43,999.0
이속우화천공,한식,1495686510,"['4.47', '999']",2,4.47,999.0
신사동가자,한식,1183661719,"['4.68', '999']",2,4.68,999.0
리마크스,브런치,1903511796,['457'],1,,457.0
회장님댁 신사점,요리주점,1697186775,"['4.42', '497']",2,4.42,497.0
앤드트리,양식,1508002933,['425'],1,,425.0
스시유겐,일식당,1164963003,"['4.73', '300']",2,4.73,300.0
더 로투스,브런치,1708080025,['190'],1,,190.0
알트에이 도산공원점,아시아음식,1198465868,['208'],1,,208.0
갓포라멘,일본식라면,1488625963,"['4.38', '750']",2,4.38,750.0
까사밀,이탈리아음식,21037785,"['4.68', '793']",2,4.68,793.0
펠트커피 도산공원점,"카페,디저트",1051733906,"['4.39', '999']",2,4.39,999.0
배스킨라빈스 BROWN청담점,아이스크림,1056844497,"['4.5', '999']",2,4.5,999.0
와라야키 쿠이신보,이자카야,37402764,"['4.36', '543']",2,4.36,543.0
스튜부대,한식,1735987846,"['4.69', '712']",2,4.69,712.0
노티드 압구정 갤러리아,카페,1469590264,"['4.47', '999']",2,4.47,999.0
타라 시가바,바(BAR),1513586832,"['4.67', '412']",2,4.67,412.0
마히나 비건 테이블,이탈리아음식,1836210120,"['4.58', '458']",2,4.58,458.0
크림라벨 신사점,케이크전문,1487459290,['34'],1,,34.0
테일러커피 신사점,카페,1630800917,"['4.5', '999']",2,4.5,999.0
비코드라운지,바(BAR),1010776488,"['4.35', '194']",2,4.35,194.0
신미식당,한식,19882193,"['4.41', '910']",2,4.41,910.0
센자이료쿠,일본식라면,1203453191,['473'],1,,473.0
바빌리안테이블,양식,35432638,"['4.65', '999']",2,4.65,999.0
닭한마리감자탕,한식,1087332427,"['4.46', '702']",2,4.46,702.0
선셋스위밍 샌드위치,샌드위치,1049791619,"['4.34', '999']",2,4.34,999.0
스시카나,"초밥,롤",1075528481,['528'],1,,528.0
소스윗예스,중식당,1771720857,['346'],1,,346.0
오르비에토,양식,1060598083,"['4.72', '321']",2,4.72,321.0
아이언펍,"맥주,호프",1485169197,['766'],1,,766.0
홍만당 가로수길점,"카페,디저트",1199132262,"['4.61', '818']",2,4.61,818.0
매덕스피자 신사점,피자,1878231328,"['4.51', '999']",2,4.51,999.0
고트델리 압구정,샌드위치,1974242355,"['4.62', '999']",2,4.62,999.0
너마늘 안동갈비 & 요술꼬치,"육류,고기요리",1544911772,"['3.99', '211']",2,3.99,211.0
마제스티 타바론 티 라운지,양식,495182989,"['4.37', '764']",2,4.37,764.0
우디집 도산점,"카페,디저트",1956591980,"['4.56', '569']",2,4.56,569.0
타코앤칠리,"멕시코,남미음식",1392526471,"['4.96', '367']",2,4.96,367.0
엘피노323,"멕시코,남미음식",38526674,"['4.48', '672']",2,4.48,672.0
낭만옵빠 신사,"오뎅,꼬치",36003590,"['4.58', '242']",2,4.58,242.0
미라이,일식당,83081035,['401'],1,,401.0
레 부르주아,와인,1826984139,"['4.82', '506']",2,4.82,506.0
새돌집,"육류,고기요리",1657029013,"['4.51', '999']",2,4.51,999.0
청기와타운 신사역점,"육류,고기요리",1299449726,['298'],1,,298.0
숨스,요리주점,1328337783,['300'],1,,300.0
달맞이 본점,생선회,1231109089,['894'],1,,894.0
해목 논현점,일식당,1926429712,"['4.5', '999']",2,4.5,999.0
레자미오네뜨,베이커리,1643374390,['76'],1,,76.0
논현손칼국수,"칼국수,만두",33238438,"['4.42', '999']",2,4.42,999.0
대가방 본점,중식당,11839623,"['4.29', '999']",2,4.29,999.0
빽돈 신논현직영점,돼지고기구이,1102942936,"['4.69', '999']",2,4.69,999.0
영동그집,"육류,고기요리",1005495070,"['4.72', '999']",2,4.72,999.0
카메스시,"초밥,롤",1271618346,"['4.79', '999']",2,4.79,999.0
달링키친,양식,37912230,"['4.43', '999']",2,4.43,999.0
류몽민 논현본점,닭갈비,1562525784,"['4.74', '999']",2,4.74,999.0
엔커피스튜디오,"카페,디저트",1160712189,"['4.68', '457']",2,4.68,457.0
왕스덕 논현점,중식당,1908328156,"['4.48', '530']",2,4.48,530.0
한미옥,"육류,고기요리",1034494104,"['4.6', '999']",2,4.6,999.0
스시도우,"초밥,롤",1609915935,"['4.52', '703']",2,4.52,703.0
부산아구,"아귀찜,해물찜",11678788,"['4.31', '798']",2,4.31,798.0
맛짱조개,조개요리,18836449,"['4.5', '999']",2,4.5,999.0
이디야커피랩,카페,12107143,"['4.47', '999']",2,4.47,999.0
중앙실비,"곱창,막창,양",1914870568,['789'],1,,789.0
조개사냥 논현점,조개요리,36924292,"['4.47', '824']",2,4.47,824.0
구테로이테,"카페,디저트",1770967295,"['4.73', '999']",2,4.73,999.0
한성칼국수 논현본점,"칼국수,만두",12915620,"['4.14', '999']",2,4.14,999.0
영동장어,"장어,먹장어요리",1613373762,"['4.35', '690']",2,4.35,690.0
보물섬,생선회,20927353,"['363', '2016']",2,363,2016.0
우기식당 바다점,생선회,1776037148,"['4.44', '987']",2,4.44,987.0
우정양곱창,"곱창,막창,양",1921750340,"['4.42', '714']",2,4.42,714.0
리북집,"족발,보쌈",13419591,"['4.39', '999']",2,4.39,999.0
한울닭갈비 논현본점,닭갈비,1217767512,"['4.25', '392']",2,4.25,392.0
홈수끼 학동점,샤브샤브,36465914,['999'],1,,999.0
천장지구,"카페,디저트",1208377887,"['4.7', '591']",2,4.7,591.0
일치,양식,1165104818,"['4.48', '999']",2,4.48,999.0
엔틱정 강남논현점,요리주점,1256111344,"['4.69', '528']",2,4.69,528.0
상무초밥 강남역점,"초밥,롤",1653433739,"['4.4', '999']",2,4.4,999.0
인량훠궈,중식당,1290591526,"['4.78', '999']",2,4.78,999.0
김수사,일식당,11673211,"['4.29', '999']",2,4.29,999.0
스시롭다,일식당,1105443717,"['4.53', '999']",2,4.53,999.0
아웃백스테이크하우스 강남점,패밀리레스토랑,38737203,"['4.53', '999']",2,4.53,999.0
상해루,중식당,1998347538,"['4.49', '593']",2,4.49,593.0
옥면가 논현지점,국수,1014025729,"['4.6', '720']",2,4.6,720.0
스시코우지,일식당,34550318,"['4.55', '999']",2,4.55,999.0
압구정변강쇠떡볶이,떡볶이,37837245,"['4.27', '999']",2,4.27,999.0
마켓오 압구정점,이탈리아음식,12838557,"['4.49', '999']",2,4.49,999.0
수묵당,한식,1215151657,"['4.57', '999']",2,4.57,999.0
기와집 능이백숙삼계탕 해천탕 강남직영점,"백숙,삼계탕",1569736538,['999'],1,,999.0
팔덕식당 논현점,돼지고기구이,1602300509,"['4.87', '999']",2,4.87,999.0
해몽,"육류,고기요리",11687518,"['4.46', '999']",2,4.46,999.0
포인비에트 강남구청역본점,베트남음식,1936871865,"['4.76', '999']",2,4.76,999.0
정가네손칼국수,"칼국수,만두",20623381,"['4.27', '919']",2,4.27,919.0
공리,중식당,13150137,"['4.54', '999']",2,4.54,999.0
취영루,중식당,37537313,"['4.26', '999']",2,4.26,999.0
김태완스시 논현점,"초밥,롤",35657272,"['4.45', '999']",2,4.45,999.0
함지곱창전문 본점,"곱창,막창,양",11725899,"['4.46', '999']",2,4.46,999.0
호루몬규상,한식,1054314594,"['4.38', '419']",2,4.38,419.0
프리레인 강남,"카페,디저트",1926554735,['53'],1,,53.0
60년전통 신촌황소곱창 논현직영점,"곱창,막창,양",61244505,"['4.43', '999']",2,4.43,999.0
소제이 서울본점,소고기구이,1091174289,['764'],1,,764.0
칙바이칙 학동역점,햄버거,1261546000,['241'],1,,241.0
쎄쎄종,"카페,디저트",1680847530,"['4.62', '711']",2,4.62,711.0
365활새우 창우수산 강남본점,"해물,생선요리",1136980373,"['4.41', '631']",2,4.41,631.0
이자카야나무 논현점,이자카야,1417514733,"['4.41', '854']",2,4.41,854.0
js가든 청담점,중식당,21656422,"['4.28', '623']",2,4.28,623.0
한사발포차,포장마차,1712603119,['152'],1,,152.0
원 디그리 노스,아시아음식,1287899904,"['572', '2023']",2,572,2023.0
아리양,"곱창,막창,양",20694410,"['4.52', '999']",2,4.52,999.0
도산뚝배기,한식,1202715954,"['4.73', '999']",2,4.73,999.0
팔당국수&김밥,한식,37446016,"['4.31', '344']",2,4.31,344.0
피헨,와인,1055688781,"['4.88', '728']",2,4.88,728.0
울트라멘,일본식라면,13129498,"['4.32', '700']",2,4.32,700.0
육다시구,와인,1338225371,"['4.9', '328']",2,4.9,328.0
삼육가 본점,"육류,고기요리",37365742,"['4.58', '999']",2,4.58,999.0
모토,이자카야,13080557,['235'],1,,235.0
천사곱창 논현점,"곱창,막창,양",1379166228,['280'],1,,280.0
화춘옥 청담점,소고기구이,1437178508,"['4.86', '897']",2,4.86,897.0
패티드,양식,1313967118,['105'],1,,105.0
세광양대창 논현점,"곱창,막창,양",1373989551,"['4.45', '735']",2,4.45,735.0
한신우동 강남논현점,"우동,소바",1946588713,"['4.22', '339']",2,4.22,339.0
옛날농장 논현점,"육류,고기요리",1845236311,"['4.57', '715']",2,4.57,715.0
신사뻘낙지,낙지요리,11856684,"['4.21', '434']",2,4.21,434.0
후문포차,포장마차,35572263,"['4.53', '368']",2,4.53,368.0
한우리 본점,한정식,11725907,"['4.26', '948']",2,4.26,948.0
평양면옥,냉면,11710893,"['4.29', '999']",2,4.29,999.0
와쏘,요리주점,34006990,"['4.35', '484']",2,4.35,484.0
김선생조개찜,조개요리,812869774,"['4.66', '733']",2,4.66,733.0
VABENE,이탈리아음식,37278410,"['4.52', '505']",2,4.52,505.0
박고볼래 실내포차 논현점,포장마차,13330315,"['4.41', '475']",2,4.41,475.0
