restaurant,tag,url,review,len,rating,count
배스킨라빈스 포이동,아이스크림,1060544451,"['4.38', '401']",2,4.38,401.0
boxApiece,"카페,디저트",1652399763,"['4.84', '206']",2,4.84,206.0
주성밥상 포이점,한식,1793398137,"['4.27', '220']",2,4.27,220.0
원베이커리 개포점,베이커리,1698895425,"['4.49', '389']",2,4.49,389.0
캠토토스트 국악고점,토스트,1782675433,"['4.24', '139']",2,4.24,139.0
바오아토,"카페,디저트",1584970251,"['4.62', '33']",2,4.62,33.0
오락,종합분식,31462410,"['4.1', '121']",2,4.1,121.0
피자스쿨 개포1단지점,피자,20823678,"['4.7', '74']",2,4.7,74.0
심기동김밥,김밥,1029915603,"['4.36', '175']",2,4.36,175.0
엠나인파스타,"스파게티,파스타전문",31506135,"['4.53', '89']",2,4.53,89.0
투다리 개포점,"오뎅,꼬치",11762167,"['4.36', '77']",2,4.36,77.0
피자나라치킨공주 서울개포점,피자,1174100111,"['4.56', '43']",2,4.56,43.0
강남감자탕해장국,감자탕,1825767019,['84'],1,,84.0
강남회수산,생선회,1331528479,['12'],1,,12.0
이모네전,"전,빈대떡",1884878916,"['4.5', '176']",2,4.5,176.0
대익보이차,차,31576542,['36'],1,,36.0
꾸엇닭,"치킨,닭강정",1286217320,['11'],1,,11.0
예벗카페,라이브카페,1638431722,['15'],1,,15.0
구봉산돼지갈비,돼지고기구이,38521236,"['4.5', '97']",2,4.5,97.0
수타손짜장,중식당,1750362890,"['4.43', '573']",2,4.43,573.0
부흥누룽지오리백숙,오리요리,20843188,"['4.06', '156']",2,4.06,156.0
혼디브루잉스테이션,"카페,디저트",1664766567,"['4.88', '170']",2,4.88,170.0
곤트란쉐리에 개포점,베이커리,1258703067,"['4.71', '248']",2,4.71,248.0
와플칸 개포점,와플,1678361744,"['4.11', '173']",2,4.11,173.0
뚝배기굴국밥포이점,국밥,38275258,"['4.44', '72']",2,4.44,72.0
피자헤븐 개포점,피자,13450315,"['4.38', '56']",2,4.38,56.0
원조소금구이 제2호점,"육류,고기요리",1113205467,"['4.23', '193']",2,4.23,193.0
청송일식,일식당,19873548,"['3.89', '32']",2,3.89,32.0
동해,퓨전음식,31525587,"['4.75', '40']",2,4.75,40.0
카페더벨라,"카페,디저트",1319073571,"['4.24', '162']",2,4.24,162.0
우종호의커피볶는집 개포점,카페,1464227439,"['4.52', '56']",2,4.52,56.0
생선구이앤오리로스,한식,104859484,"['4.28', '657']",2,4.28,657.0
배떡 국악고점,분식,1466403468,['62'],1,,62.0
스테디구움소,"카페,디저트",1929739715,['16'],1,,16.0
메가MGC커피 개포동역점,카페,1513707295,"['4.46', '520']",2,4.46,520.0
투머치토커,"카페,디저트",1245896320,['19'],1,,19.0
신의주찹쌀순대국 개포점,"순대,순댓국",1764324877,"['4.25', '59']",2,4.25,59.0
야간비행,이자카야,1639640550,"['4.36', '39']",2,4.36,39.0
커스텀커피 개포래미안포레스트점,카페,1026408871,['128'],1,,128.0
아이빅쓰리 커피,"카페,디저트",1901921718,['19'],1,,19.0
생한우곱창,"곱창,막창,양",37663840,"['4.3', '46']",2,4.3,46.0
셀렉토커피 개포동점,카페,1345183734,"['4.24', '105']",2,4.24,105.0
유별,카페,1238671684,"['4.35', '113']",2,4.35,113.0
밀미리빵,베이커리,1479889526,"['4.55', '174']",2,4.55,174.0
페리카나 개포3점,"치킨,닭강정",38229061,"['4.36', '68']",2,4.36,68.0
시골밥상,한식,18423901,"['4.29', '162']",2,4.29,162.0
박세우동태찜,"해물,생선요리",32259152,"['4.49', '227']",2,4.49,227.0
컴포즈커피 개포동점,카페,1454857555,"['4.49', '705']",2,4.49,705.0
교촌치킨 개포2호점,"치킨,닭강정",1742242826,['59'],1,,59.0
블루그린커피,카페,884082953,"['4.25', '33']",2,4.25,33.0
와이블랙 개포점,"카페,디저트",1263634874,['50'],1,,50.0
장독묵은지,"육류,고기요리",18419672,"['4.37', '95']",2,4.37,95.0
BBQ치킨 개포대청역점,"치킨,닭강정",1147671051,['99'],1,,99.0
주커피 개포점,카페,21728133,"['4.14', '178']",2,4.14,178.0
다담순대국,"순대,순댓국",1568133811,"['4.23', '193']",2,4.23,193.0
한솥도시락 개포4동점,"도시락,컵밥",30927051,"['4.4', '415']",2,4.4,415.0
쿤스트138,홍차전문점,343355745,['31'],1,,31.0
미미수산,한식,1469603695,['22'],1,,22.0
구구치킨,"치킨,닭강정",1242116416,"['4.39', '317']",2,4.39,317.0
대사시미 익스프레스 개포동점,생선회,1102689466,"['24', '47']",2,24,47.0
그고깃집,한식,1522965415,"['4.32', '161']",2,4.32,161.0
북해도,일식당,20622587,"['3.97', '87']",2,3.97,87.0
지니어스커피,"카페,디저트",1228420215,"['4.44', '381']",2,4.44,381.0
세라핌모아 커피랩,"카페,디저트",1674726498,['24'],1,,24.0
북경반점,중식당,18417955,"['4.2', '437']",2,4.2,437.0
크리스마스자몽 개포점,"과일,주스전문점",36537765,"['4.58', '184']",2,4.58,184.0
컴포즈커피 개포중앙점,카페,1124267806,['380'],1,,380.0
모리,일식당,342041480,"['4.16', '116']",2,4.16,116.0
콩뿌리전주콩나물국밥 개포점,국밥,32721281,"['4.28', '422']",2,4.28,422.0
알찬밥집 5호점,한식,1687072845,"['4.33', '26']",2,4.33,26.0
쿠키삼,"카페,디저트",1262093539,['21'],1,,21.0
헤더케이크,"카페,디저트",1377930889,"['4.59', '15']",2,4.59,15.0
커피씨,"카페,디저트",850162134,"['4.07', '191']",2,4.07,191.0
미소야 개포점,돈가스,11761272,"['4.13', '149']",2,4.13,149.0
하우츠,중식당,18801722,"['4.17', '280']",2,4.17,280.0
진가네,"족발,보쌈",1965904313,"['4.63', '61']",2,4.63,61.0
대청분식,종합분식,1266874196,['58'],1,,58.0
로이스빈,"카페,디저트",1443214881,"['4.48', '347']",2,4.48,347.0
김의영의 춘천닭갈비,닭갈비,36883812,"['4.1', '63']",2,4.1,63.0
이디야커피 포이사거리점,카페,1059458185,"['4.3', '129']",2,4.3,129.0
김밥천국 개포점,분식,1462007867,"['4.32', '567']",2,4.32,567.0
한우가정육식당,정육식당,32417145,"['4.35', '66']",2,4.35,66.0
대청감자탕,감자탕,18419653,"['4.2', '186']",2,4.2,186.0
카페오로미아,카페,392589502,"['4.28', '95']",2,4.28,95.0
빅스타피자 개포점,피자,1340954880,"['4.38', '49']",2,4.38,49.0
오마뎅 개포래미안포레스트점,분식,1195725724,['87'],1,,87.0
메이플델리,샌드위치,1552725574,['11'],1,,11.0
김밥천국 포이점,분식,18416694,"['4.36', '272']",2,4.36,272.0
주매니아,"족발,보쌈",13346629,"['4.17', '41']",2,4.17,41.0
자금성,중식당,18417964,"['4.34', '349']",2,4.34,349.0
파리바게뜨 강남포이점,베이커리,18423030,"['4.3', '999']",2,4.3,999.0
송송책방,북카페,1955791244,['13'],1,,13.0
타피오빈,"카페,디저트",33850804,['121'],1,,121.0
투다리 포이본점,"오뎅,꼬치",11763539,"['3.78', '51']",2,3.78,51.0
파리바게뜨 개포행복점,베이커리,1216466682,"['4.43', '392']",2,4.43,392.0
초작밀크티,"카페,디저트",1087575501,"['4.61', '44']",2,4.61,44.0
파리바게뜨 개포포레스트점,베이커리,1724660429,['220'],1,,220.0
곤드레소담,한식,1385005297,"['4.65', '45']",2,4.65,45.0
카페 어반오아시스,"카페,디저트",1037617052,['15'],1,,15.0
기연한식부페,한식뷔페,36003993,"['3.67', '27']",2,3.67,27.0
커피 랩 lab,카페,1204233981,"['4.63', '66']",2,4.63,66.0
부뚜막식당,"곱창,막창,양",35816198,"['4.12', '72']",2,4.12,72.0
녹색마을,한식,12948865,"['4.08', '33']",2,4.08,33.0
송탄쑥고개부대찌개,"찌개,전골",1869321987,"['4.05', '104']",2,4.05,104.0
유정,한식,1746118407,"['4.32', '210']",2,4.32,210.0
국수153,국수,1689401347,"['4.58', '93']",2,4.58,93.0
랄라홀릭,"카페,디저트",1162210379,['33'],1,,33.0
참숯마포생소금구이,"육류,고기요리",1750969403,"['4.5', '82']",2,4.5,82.0
장곰장,"장어,먹장어요리",1279374852,"['4.71', '34']",2,4.71,34.0
엘앤제이커피,"카페,디저트",1888393959,"['4.43', '36']",2,4.43,36.0
처갓집,한식,18419647,"['3.77', '145']",2,3.77,145.0
오븐데이 개포점,"치킨,닭강정",34465978,"['4.38', '160']",2,4.38,160.0
보이 카페,"카페,디저트",72820461,"['4.46', '102']",2,4.46,102.0
개포마을,한식,19483812,"['3.93', '75']",2,3.93,75.0
피자노베,피자,13082586,"['4.58', '56']",2,4.58,56.0
남도마당,"해물,생선요리",37943645,"['4.05', '97']",2,4.05,97.0
스미식당 수서역점,일식당,1559218525,"['4.51', '544']",2,4.51,544.0
청국장과보리밥 수서점,보리밥,19578423,"['4.29', '999']",2,4.29,999.0
우공뭉티기,"육류,고기요리",1132073624,"['4.52', '894']",2,4.52,894.0
순대실록 수서점,"순대,순댓국",1868747591,"['4.43', '552']",2,4.43,552.0
반가안동국시,국수,36208439,"['4.33', '715']",2,4.33,715.0
수서 가원,"육류,고기요리",20352224,"['4.29', '639']",2,4.29,639.0
나미루라멘,일본식라면,71829662,['847'],1,,847.0
서래향 수서점,중식당,185342164,"['4.17', '999']",2,4.17,999.0
수서동1번집,요리주점,1743826102,"['4.67', '281']",2,4.67,281.0
애란궁,오리요리,32323138,"['4.46', '829']",2,4.46,829.0
스타벅스 수서역R점,카페,1414643356,"['4.58', '999']",2,4.58,999.0
와세다식당 수서,일식당,1081990578,['54'],1,,54.0
제주몬트락 수서직영점,돼지고기구이,38463317,['565'],1,,565.0
스시야,"초밥,롤",1935878843,['438'],1,,438.0
열짬뽕 웰차인,중식당,35057960,"['4.14', '451']",2,4.14,451.0
효미역 수서점 직영점,한식,1816204515,"['4.31', '802']",2,4.31,802.0
빠레뜨한남 수서역점,양식,1498315463,['478'],1,,478.0
밀탑 수서역점,빙수,1607629931,"['4.79', '634']",2,4.79,634.0
가장맛있는족발 수서역점,"족발,보쌈",32805694,"['4.46', '378']",2,4.46,378.0
지리산약초장어 서울본점,"장어,먹장어요리",1169701031,['126'],1,,126.0
버거스하이,햄버거,1888499675,"['4.73', '132']",2,4.73,132.0
림스시,"초밥,롤",37001251,"['4.29', '384']",2,4.29,384.0
백채김치찌개 수서역점,"찌개,전골",1090997672,"['4.6', '332']",2,4.6,332.0
투썸플레이스 수서역점,카페,1508859870,"['4.4', '999']",2,4.4,999.0
사위식당 수서점,"곱창,막창,양",1468843896,['999'],1,,999.0
정선,한식,18542770,"['4.38', '429']",2,4.38,429.0
온화담,"육류,고기요리",1257513282,['259'],1,,259.0
초원복집,복어요리,13348033,['321'],1,,321.0
논골집 수서점,소고기구이,13160789,"['4.28', '362']",2,4.28,362.0
큰물참치 수서점,생선회,36428386,"['4.31', '438']",2,4.31,438.0
육수당 수서역점,국밥,1437405302,['142'],1,,142.0
하남돼지집 수서역점,돼지고기구이,37370482,"['4.24', '483']",2,4.24,483.0
필경재,한식,1117370769,['26'],1,,26.0
현대옥 수서점,국밥,38654644,"['4.29', '859']",2,4.29,859.0
미스터순두부 수서점,두부요리,35568175,"['4.36', '372']",2,4.36,372.0
포메인 수서점,베트남음식,19786679,"['4.15', '408']",2,4.15,408.0
금촌사골순댓국,"순대,순댓국",35978135,['663'],1,,663.0
육전면사무소 수서역점,요리주점,1952372176,"['4.35', '538']",2,4.35,538.0
판교집,한식,1120808361,"['4.42', '269']",2,4.42,269.0
놀부포차,포장마차,31402212,"['4.36', '116']",2,4.36,116.0
봉추찜닭 수서역점,찜닭,38018959,"['4.4', '535']",2,4.4,535.0
미태리 수서역점,"스파게티,파스타전문",1430917832,"['4.44', '572']",2,4.44,572.0
황금유황오리 부추덕,오리요리,38325686,"['4.54', '278']",2,4.54,278.0
폴바셋 수서역점,카페,1153041315,"['4.62', '999']",2,4.62,999.0
스타벅스 수서역사거리점,카페,1036369024,"['4.51', '999']",2,4.51,999.0
홍낙 수서점,낙지요리,18542782,"['4.33', '415']",2,4.33,415.0
계절집,"해물,생선요리",1312274004,"['4.32', '198']",2,4.32,198.0
파리바게뜨 수서역점,베이커리,11684209,['999'],1,,999.0
청년떡볶이 수서역점,분식,21593058,"['4.24', '819']",2,4.24,819.0
손칼국수&손만두,"칼국수,만두",1603157003,"['4.48', '122']",2,4.48,122.0
치마오,요리주점,1396839380,"['4.42', '396']",2,4.42,396.0
모모텐동,덮밥,1065225524,['92'],1,,92.0
광양불고기 수서점,"육류,고기요리",1529296696,"['4.18', '368']",2,4.18,368.0
대흥정,한식,31346894,"['4.36', '379']",2,4.36,379.0
할리스 수서점,카페,37716827,"['4.4', '518']",2,4.4,518.0
와후진 1호점,이자카야,18543163,"['4.5', '258']",2,4.5,258.0
별을품은곱창 수서점,"곱창,막창,양",1646454620,"['4.26', '192']",2,4.26,192.0
이삭토스트 강남수서점,토스트,38227418,"['4.38', '459']",2,4.38,459.0
발해족발떡갈비,"족발,보쌈",20850943,"['4.37', '300']",2,4.37,300.0
카페리에또,"카페,디저트",35372350,"['4.6', '110']",2,4.6,110.0
산낙지갯마을 수서본점,낙지요리,19862116,"['4.3', '723']",2,4.3,723.0
완백부대찌개 고사리꽃삼겹 수서역점,"찌개,전골",1246709196,['243'],1,,243.0
크리스피크림 수서역사점,도넛,298842184,"['4.33', '999']",2,4.33,999.0
써브웨이 수서역점,샌드위치,1055683734,"['4.49', '999']",2,4.49,999.0
리아네,양식,1608497733,"['4.5', '58']",2,4.5,58.0
버거킹 수서점,햄버거,11629428,"['4.33', '999']",2,4.33,999.0
밤고개포차,요리주점,1826941158,['175'],1,,175.0
구찌라쿠,돈가스,18542748,"['4.34', '346']",2,4.34,346.0
일미원,한식,18542038,"['4.3', '284']",2,4.3,284.0
세광양대창 수서점,"곱창,막창,양",1261934721,"['4.16', '245']",2,4.16,245.0
짱수양꼬치,양꼬치,506930391,"['4.26', '223']",2,4.26,223.0
샐그릭 수서점,아시아음식,1591836211,['35'],1,,35.0
안동국시 수서역점,국수,1941510420,['17'],1,,17.0
커피빈 수서역원방빌딩점,카페,1117745339,"['4.47', '541']",2,4.47,541.0
전주집,한식,1977329140,"['4.24', '419']",2,4.24,419.0
본죽 수서점,죽,11696771,"['4.37', '477']",2,4.37,477.0
우전일식,일식당,32261061,"['4.37', '103']",2,4.37,103.0
BHC치킨 일원삼성점,"치킨,닭강정",1248596622,"['4.5', '85']",2,4.5,85.0
맥주활력수 수서역점,"맥주,호프",1639629639,"['4.35', '246']",2,4.35,246.0
동대문엽기떡볶이 수서점,분식,37536954,"['4.39', '566']",2,4.39,566.0
삼대국수회관,국수,19993835,"['4.27', '416']",2,4.27,416.0
예소담,한식,1432604880,"['4.39', '206']",2,4.39,206.0
카페 차 수서역사점,"카페,디저트",1290644183,"['4.25', '51']",2,4.25,51.0
기세끼 수서점,일식당,432018829,"['3.93', '160']",2,3.93,160.0
카페595,브런치,321737051,"['4.26', '276']",2,4.26,276.0
놀부부대찌개 수서역점,"찌개,전골",20099077,"['4.28', '264']",2,4.28,264.0
롯데리아 수서역사,햄버거,268388139,"['4.25', '999']",2,4.25,999.0
김가네김밥 수서역점,분식,11760992,"['4.15', '742']",2,4.15,742.0
서문성,중식당,18542085,"['4.34', '359']",2,4.34,359.0
군산오징어 리틀 수서역점,오징어요리,37903454,"['4.32', '229']",2,4.32,229.0
북촌손만두 수서점,"칼국수,만두",1443023462,"['4.26', '656']",2,4.26,656.0
드봉루아,"카페,디저트",1768772002,['131'],1,,131.0
한양분식,종합분식,19566423,"['4.45', '253']",2,4.45,253.0
미소야 수서점,돈가스,1447780302,"['4.29', '681']",2,4.29,681.0
더리얼펍,"맥주,호프",20780735,['193'],1,,193.0
능이삼계탕죽전문,한식,1980883200,"['4.38', '115']",2,4.38,115.0
키쉬미뇽 수서역사점,"카페,디저트",1237553716,"['4.44', '999']",2,4.44,999.0
치킨매니아 수서일원점,"치킨,닭강정",13410047,"['4.43', '124']",2,4.43,124.0
투다리 수서점,"오뎅,꼬치",11762898,"['4.21', '170']",2,4.21,170.0
만랩커피 수서점,카페,1899440205,"['4.23', '585']",2,4.23,585.0
투썸플레이스 강남수서점,카페,798586500,"['4.4', '474']",2,4.4,474.0
영계소문옛날통닭 수서점,"치킨,닭강정",1533889938,"['4.48', '132']",2,4.48,132.0
신평양찹쌀순대,"순대,순댓국",37889713,"['4.31', '509']",2,4.31,509.0
마마된장 수서로즈데일점,한식,1638861447,['197'],1,,197.0
바게트의정석,베이커리,1486443639,"['4.59', '314']",2,4.59,314.0
아비꼬 수서역점,카레,1115860187,['115'],1,,115.0
스시혼,"초밥,롤",1043770804,"['4.39', '136']",2,4.39,136.0
만다린,중식당,38643779,"['4.35', '577']",2,4.35,577.0
계경순대국 수서역벤처빌점,"순대,순댓국",1619334385,"['4.18', '330']",2,4.18,330.0
진주집시골밥상,"백반,가정식",85386554,"['4.42', '249']",2,4.42,249.0
김밥천국 수서역점,종합분식,36546721,"['4.26', '999']",2,4.26,999.0
배스킨라빈스 수서역,아이스크림,13434617,"['4.44', '676']",2,4.44,676.0
아띠몽 수서역점,"카페,디저트",1648773876,"['4.42', '328']",2,4.42,328.0
동경규동 수서점,일식당,1080554932,['111'],1,,111.0
신의주찹쌀순대 수서점,"순대,순댓국",1301194349,['161'],1,,161.0
수서골목냉면,냉면,254441721,"['4.22', '731']",2,4.22,731.0
행복한잔치국수,국수,37841717,"['4.47', '371']",2,4.47,371.0
오슬로우커피 수서점,카페,1116161731,"['4.61', '247']",2,4.61,247.0
콩사랑,두부요리,37929820,"['4.29', '362']",2,4.29,362.0
에그몬 수서역사점,토스트,1703697406,['167'],1,,167.0
공차 수서역점,차,36084488,"['4.42', '855']",2,4.42,855.0
교촌치킨 일원본동점,"치킨,닭강정",11802522,"['4.43', '337']",2,4.43,337.0
신전떡복이 수서역점,분식,1456472001,"['4.43', '236']",2,4.43,236.0
BBQ치킨 일원삼성점,"치킨,닭강정",11799476,"['4.58', '117']",2,4.58,117.0
엔젤리너스 수서환승통로점,카페,1718171678,"['4.24', '999']",2,4.24,999.0
멕시카나치킨 수서점,"치킨,닭강정",18541938,"['4.28', '84']",2,4.28,84.0
봉평메밀막국수닭갈비,막국수,178971638,"['4.09', '256']",2,4.09,256.0
구이가 수서역점,돼지고기구이,32779575,"['4.35', '223']",2,4.35,223.0
홍루이젠 수서점,샌드위치,1836974330,"['4.52', '519']",2,4.52,519.0
카페 탐스런,카페,1733222339,"['4.47', '176']",2,4.47,176.0
BBQ치킨 강남수서점,"치킨,닭강정",1129037681,"['4.37', '270']",2,4.37,270.0
모노치즈 수서점,카페,1055849474,"['4.37', '240']",2,4.37,240.0
소담반상,한식,1935684763,"['3.9', '188']",2,3.9,188.0
까페오 수서점,카페,1415381158,"['4.55', '195']",2,4.55,195.0
찰솥밥 안박사남원추어탕,추어탕,1824373611,"['4.46', '315']",2,4.46,315.0
던킨 수서역사점,도넛,1282716358,"['4.36', '170']",2,4.36,170.0
파머스박스,샌드위치,1904326995,"['4.09', '947']",2,4.09,947.0
드봉루아 로즈데일점,"카페,디저트",1717413341,"['4.77', '75']",2,4.77,75.0
아띠몽 수서역사점,베이커리,1343173786,['534'],1,,534.0
버터풀앤크리멀러스 수서SRT점,베이커리,1372294425,"['4.5', '192']",2,4.5,192.0
공차 SRT수서역점,차,1619038940,"['4.4', '769']",2,4.4,769.0
마성떡볶이 SRT수서역점,분식,1106139134,['271'],1,,271.0
처갓집양념치킨 수서점,"치킨,닭강정",1990453257,"['4.3', '162']",2,4.3,162.0
밀숲 수서점,"칼국수,만두",1914920918,"['4.22', '916']",2,4.22,916.0
죠스떡볶이 수서벤쳐빌점,분식,20034280,"['4.19', '364']",2,4.19,364.0
쥬씨 수서역점,"과일,주스전문점",37374156,"['4.39', '512']",2,4.39,512.0
별콩다방 수서역점,"카페,디저트",1375217896,"['4.72', '246']",2,4.72,246.0
깐부치킨 수서역점,"치킨,닭강정",37718014,"['4.23', '210']",2,4.23,210.0
59년왕십리포차,술집,38522219,"['4.21', '178']",2,4.21,178.0
김밥천국 수서점,분식,1588179936,"['4.14', '530']",2,4.14,530.0
수서동전집,"전,빈대떡",1228825388,['25'],1,,25.0
육대장 수서역점,"찌개,전골",1464928270,"['4.46', '362']",2,4.46,362.0
장흥칼국수,"칼국수,만두",1002511643,"['4.4', '122']",2,4.4,122.0
매머드익스프레스 수서로즈데일점,카페,1219121758,"['4.37', '999']",2,4.37,999.0
다래원,중식당,20232773,"['4.2', '268']",2,4.2,268.0
샐요,"다이어트,샐러드",1528039819,['62'],1,,62.0
카페차이 수서로즈데일점,차,1561520584,['280'],1,,280.0
삐사감김밥 수서점,분식,38233361,"['4.19', '253']",2,4.19,253.0
사또치킨수서점,"치킨,닭강정",36791393,"['4.47', '175']",2,4.47,175.0
장원해장국,해장국,1318607840,"['4.19', '266']",2,4.19,266.0
플레이팅 수서역사점,푸드코트,1118352476,"['4.15', '999']",2,4.15,999.0
배스킨라빈스 강남수서점,아이스크림,1735250022,"['4.55', '696']",2,4.55,696.0
코코호도 수서역점,호두과자,37585984,"['4.67', '263']",2,4.67,263.0
투뿔상회,"육류,고기요리",65998623,"['4.4', '219']",2,4.4,219.0
파스쿠찌 수서점,카페,1614950660,"['4.2', '392']",2,4.2,392.0
작은집,한식,1200300596,"['4.25', '339']",2,4.25,339.0
홍짜장 수서점,중식당,33937698,"['4.39', '204']",2,4.39,204.0
황금식탁,한식,1352594060,"['4.51', '348']",2,4.51,348.0
이디야커피 수서역점,카페,31318059,"['4.4', '266']",2,4.4,266.0
신달자 프레시 도시락 마트,생선회,1029414703,"['4.53', '230']",2,4.53,230.0
파리바게뜨 수서동성당점,베이커리,37870685,"['4.49', '594']",2,4.49,594.0
수서동 샌드위치 공장,샌드위치,1295408163,['76'],1,,76.0
파리바게뜨 수서점,베이커리,18850921,"['4.26', '999']",2,4.26,999.0
우리집순두부,두부요리,1193191999,"['4.22', '506']",2,4.22,506.0
커피가 좋아,카페,1094520374,"['4.56', '211']",2,4.56,211.0
박군치킨 수서점,"치킨,닭강정",1159753438,['21'],1,,21.0
하오하오,중식당,1683300193,"['4.05', '282']",2,4.05,282.0
꼬마김밥 수서역사점,김밥,1323901411,"['4.38', '320']",2,4.38,320.0
밀크스콘,베이커리,1719350118,"['4.35', '235']",2,4.35,235.0
두꺼비부대찌개,"찌개,전골",1750636598,['99'],1,,99.0
수서골포장마차,포장마차,20619249,"['4.31', '69']",2,4.31,69.0
쇼부라멘 수서역점,일본식라면,1390050365,['131'],1,,131.0
북치고장구치고,포장마차,20938932,"['4.02', '111']",2,4.02,111.0
컴포즈커피 수서점,카페,40603399,"['4.52', '354']",2,4.52,354.0
빽다방 수서역점,테이크아웃커피,1611838126,['345'],1,,345.0
착한컵밥,한식,1341669988,['20'],1,,20.0
달팽이밥상,한식,19867557,"['4.13', '48']",2,4.13,48.0
매머드익스프레스 수서역점,카페,1816342710,"['4.56', '928']",2,4.56,928.0
59년떡볶이,떡볶이,1449747311,['45'],1,,45.0
한스커피,카페,1307111978,"['4.46', '51']",2,4.46,51.0
수목원,닭요리,18543543,"['3.82', '39']",2,3.82,39.0
종로옛날빈대떡,"전,빈대떡",608063803,"['4.47', '56']",2,4.47,56.0
착형 커피,"카페,디저트",1226620194,"['4.58', '108']",2,4.58,108.0
미즈스타커피,"카페,디저트",1124452965,"['4.46', '56']",2,4.46,56.0
무궁화생고기,"육류,고기요리",1803150730,"['4.08', '84']",2,4.08,84.0
다임,카페,13434186,"['4.44', '124']",2,4.44,124.0
오케이스시,일식당,1820787106,"['4.07', '349']",2,4.07,349.0
대박맛집,한식,32587669,['12'],1,,12.0
함께밥상 수서점,한식,1228324143,"['4.26', '59']",2,4.26,59.0
정우네 두루치기,한식,1954028716,['14'],1,,14.0
황금면가,한식,1178778400,['82'],1,,82.0
팡하우스,베이커리,1367380243,"['4.41', '818']",2,4.41,818.0
붕크,카페,32489712,"['4.3', '217']",2,4.3,217.0
슈바빙,"카페,디저트",1187404725,"['4.38', '36']",2,4.38,36.0
황금감자탕,한식,1892817062,"['4.28', '379']",2,4.28,379.0
하늘정원,"카페,디저트",35125204,"['4.27', '99']",2,4.27,99.0
1번지포차,포장마차,1064467320,"['4.75', '20']",2,4.75,20.0
호호카츠,일식당,1567102424,['12'],1,,12.0
국밥쟁이 수서역점,국밥,1736549500,['100'],1,,100.0
타이거 수서점,"카페,디저트",1168025416,"['4.53', '260']",2,4.53,260.0
김밥세상25 수서점,김밥,18543131,"['4.26', '261']",2,4.26,261.0
통큰김치찌개,한식,1587335074,"['4.4', '78']",2,4.4,78.0
풍년제과,베이커리,1212340618,"['4.36', '275']",2,4.36,275.0
팔팔한상,한식,1537995339,"['4.19', '268']",2,4.19,268.0
셰프의국수전 수서역점,국수,20460313,['13'],1,,13.0
수서동커피집,"카페,디저트",1778088085,['198'],1,,198.0
민속마을황태명가,한식,1970843745,"['4.5', '390']",2,4.5,390.0
신포닭강정,"치킨,닭강정",1235099544,"['4.34', '84']",2,4.34,84.0
안동국시&새참공방 수서역사점,한식,1200192017,['292'],1,,292.0
커피온 수서현대벤처빌점,"카페,디저트",1555605668,"['4.38', '241']",2,4.38,241.0
수서 베트남 쌀국수,아시아음식,1956032856,"['4.54', '52']",2,4.54,52.0
장터정육점,"육류,고기요리",18543353,"['4.3', '51']",2,4.3,51.0
카페미나,카페,364141711,['11'],1,,11.0
춘천닭갈비,닭볶음탕,1978215479,['10'],1,,10.0
롯데리아더푸드하우스수서역,푸드코트,1770877416,"['4.48', '814']",2,4.48,814.0
황태명가,한식,1648588341,"['4.38', '21']",2,4.38,21.0
김씨미구로,일식당,1225636293,['28'],1,,28.0
굿모닝맥주,"맥주,호프",1849508307,"['3.5', '52']",2,3.5,52.0
경도시락,"도시락,컵밥",1425609690,"['5', '75']",2,5,75.0
풍경한식,한식,1442537851,"['3.94', '12']",2,3.94,12.0
불티나식당,한식,1091956872,"['3.89', '20']",2,3.89,20.0
스마일찹쌀꽈배기,스마일찹쌀꽈배기,1884108687,"['4.21', '29']",2,4.21,29.0
만아정육점식당,정육식당,1249890871,"['4.42', '93']",2,4.42,93.0
이조식당,한식,1368655889,"['4.27', '74']",2,4.27,74.0
더마실카페 수서점,"카페,디저트",1054440239,['19'],1,,19.0
강남지역자활센터,음식점,1809938024,"['4.51', '50']",2,4.51,50.0
수카페,"카페,디저트",1100524937,"['4', '40']",2,4,40.0
갈비애,"육류,고기요리",1431852983,"['4.07', '34']",2,4.07,34.0
한아름,한식,1080020700,"['4.46', '45']",2,4.46,45.0
화풍인,일식당,1974568439,"['4.35', '103']",2,4.35,103.0
쎄바,한식,1145227034,['19'],1,,19.0
연희식당,한식,1496318462,"['4.15', '35']",2,4.15,35.0
강남지역자활센터(SR카페네리아),"카페,디저트",1976120431,['39'],1,,39.0
짱수 꿔바로,중식당,1602145865,['15'],1,,15.0
함경도찹쌀순대,"순대,순댓국",21037816,"['4.33', '999']",2,4.33,999.0
한림돈가 방이가락점,돼지고기구이,1951336114,"['4.55', '564']",2,4.55,564.0
마을회관 가락본점,돼지고기구이,1507967604,"['4.56', '649']",2,4.56,649.0
콘메,이탈리아음식,1768499760,['999'],1,,999.0
모꼬지에,떡볶이,11710618,"['4.15', '999']",2,4.15,999.0
냠냠물고기,일식당,38514809,"['4.51', '999']",2,4.51,999.0
아트램 가락본점,양갈비,1857027684,['144'],1,,144.0
대현굴국밥,굴요리,18485636,"['4.44', '425']",2,4.44,425.0
송파감자국,감자탕,11570440,"['4.58', '928']",2,4.58,928.0
위켄더스키친,브런치,1228849714,['219'],1,,219.0
흥도식당,돈가스,1252807080,['999'],1,,999.0
진성한우곱창,"곱창,막창,양",13156952,"['4.34', '999']",2,4.34,999.0
